"Cell","Key","Value","Improvement"
1,"Lon","52.5",1.4204464417669
1,"Lat","-12.5",1.37460507378432
1,"Lon","47.5",1.335485769461
1,"Lon","57.5",1.04748469795982
1,"Lon","62.5",0.918603231725683
1,"Lon","67.5",0.858285955227984
1,"Lon","37.5",0.842563644219581
1,"Lon","72.5",0.535429649788512
1,"Lat","-17.5",0.5073843188502
1,"Lon","87.5",0.348424286140471
1,"Lon","77.5",0.325674135719964
1,"Lon","92.5",0.322983702206557
1,"Lon","42.5",0.282332113345092
1,"Lat","-22.5",0.184357464322375
2,"Lon","42.5",6.83695228293982
2,"Lon","57.5",5.77130960374757
2,"Lon","62.5",3.48937795798975
2,"Lon","47.5",3.38720329486364
2,"Lon","67.5",2.60606496824266
2,"Lon","72.5",1.8396571707799
2,"Lon","92.5",1.13609930690291
2,"Lon","52.5",0.828708673221172
2,"Lon","82.5",0.716927284034455
2,"Lon","37.5",0.599959435904339
2,"Lon","87.5",0.545667645213143
2,"Lon","77.5",0.428049533593594
2,"Lat","-2.5",0
3,"Lon","67.5",27.9527038261322
3,"Lon","72.5",12.8902542081114
3,"Lon","77.5",5.25853420066505
3,"Lon","62.5",4.51059615867371
3,"Lat","12.5",3.49344310015385
3,"Lon","82.5",3.41328374155364
3,"Lat","7.5",3.28348325946672
3,"Lat","2.5",2.72352926341046
3,"Lon","47.5",2.28162810069716
3,"Lon","52.5",1.84292400443746
3,"Lon","87.5",1.76832973594128
3,"Lon","92.5",0.751004230394756
3,"Lon","57.5",0.49695682810534
3,"Lat","17.5",0.310591700838359
