"Cell","Key","Value","Var_explained","Rank"
3,"Lon","67.5",0.0740086065100863,1
3,"Lon","72.5",0.0565274370031465,2
2,"Lon","42.5",0.0495020991786797,3
2,"Lon","57.5",0.0482653361832038,4
3,"Lon","77.5",0.0476702195874565,5
3,"Lon","62.5",0.0468021780653735,6
3,"Lat","12.5",0.045621691127232,7
2,"Lon","62.5",0.0456169732067715,8
3,"Lon","82.5",0.0455286598228427,9
2,"Lon","47.5",0.0454983913923443,10
3,"Lat","7.5",0.0453780160506152,11
3,"Lat","2.5",0.0447281449493413,12
2,"Lon","67.5",0.0445918183021556,13
3,"Lon","47.5",0.0442152835405665,14
3,"Lon","52.5",0.04370613258142,15
2,"Lon","72.5",0.043702341161408,16
3,"Lon","87.5",0.0436195600062478,17
1,"Lon","52.5",0.0432158138037169,18
1,"Lat","-12.5",0.0431626112540352,19
1,"Lon","47.5",0.0431172101933039,20
2,"Lon","92.5",0.0428858063620709,21
1,"Lon","57.5",0.0427829620678816,22
1,"Lon","62.5",0.0426333848865678,23
1,"Lon","67.5",0.0425633818949298,24
1,"Lon","37.5",0.0425451349038533,25
2,"Lon","52.5",0.0425290551092197,26
3,"Lon","92.5",0.0424388729296308,27
2,"Lon","82.5",0.0423993239259362,28
2,"Lon","37.5",0.0422635734449802,29
2,"Lon","87.5",0.0422005635083509,30
1,"Lon","72.5",0.0421886815012425,31
1,"Lat","-17.5",0.0421561326664617,32
3,"Lon","57.5",0.042144030734979,33
2,"Lon","77.5",0.0420640583449521,34
1,"Lon","87.5",0.0419716469189838,35
1,"Lon","77.5",0.041945243561901,36
1,"Lon","92.5",0.0419421211000514,37
3,"Lat","17.5",0.0419277391979076,38
1,"Lon","42.5",0.0418949417013723,39
1,"Lat","-22.5",0.041781234337007,40
2,"Lat","-2.5",0.0415672728522939,41
