"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-7.5",0.0722776228690746,1
3,"Lon","72.5",0.0670977816944587,2
2,"Lat","7.5",0.0645346970145178,3
1,"Lon","42.5",0.064449039130459,4
2,"Lat","12.5",0.0633881044938235,5
3,"Lon","77.5",0.0631734786002269,6
1,"Lon","62.5",0.0625814526310762,7
1,"Lon","57.5",0.0625756491072511,8
2,"Lon","62.5",0.0624341638207104,9
2,"Lon","57.5",0.0623608822556582,10
3,"Lat","-7.5",0.0621800544266941,11
3,"Lon","82.5",0.0617306491863482,12
1,"Lon","47.5",0.0614832669986826,13
1,"Lat","-17.5",0.0608005448349975,14
1,"Lon","37.5",0.0606242797273213,15
3,"Lon","87.5",0.0603874537082321,16
3,"Lat","-2.5",0.0601759225572957,17
2,"Lat","2.5",0.0599684009396653,18
1,"Lat","-12.5",0.0592123467161653,19
2,"Lon","47.5",0.0590181912487056,20
3,"Lat","2.5",0.0585366626577987,21
1,"Lon","52.5",0.0584910955200759,22
2,"Lat","17.5",0.058479841061124,23
3,"Lon","92.5",0.0584370614424182,24
1,"Lat","-22.5",0.0583971917187295,25
2,"Lon","52.5",0.0580773772104092,26
