"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0136663141040945,1
1,"Lon","67.5",0.0122981550245158,2
2,"Lon","47.5",0.00930542778018723,3
1,"Lat","-7.5",0.00930386858139352,4
1,"Lon","57.5",0.00901047372525226,5
1,"Lon","77.5",0.00897537756730808,6
1,"Lon","72.5",0.00896402562495227,7
1,"Lon","42.5",0.00856654349534139,8
2,"Lon","52.5",0.00842676786089926,9
3,"Lat","12.5",0.0084138453726069,10
1,"Lon","47.5",0.00829443787925561,11
1,"Lat","-17.5",0.00828277978707897,12
1,"Lon","37.5",0.00825111056973149,13
2,"Lon","57.5",0.00821013320466822,14
3,"Lon","52.5",0.00815483588501605,15
1,"Lon","82.5",0.00815074319378857,16
1,"Lat","-22.5",0.00798358527057785,17
1,"Lon","52.5",0.00795368025950571,18
2,"Lon","62.5",0.00793458535083816,19
3,"Lat","17.5",0.00793067021894472,20
2,"Lon","87.5",0.00785666477800081,21
3,"Lon","62.5",0.0078481117193327,22
1,"Lon","62.5",0.00784348499668364,23
1,"Lon","87.5",0.00782223404251899,24
3,"Lon","57.5",0.00776142791879156,25
1,"Lon","92.5",0.00775968490390729,26
1,"Lat","-12.5",0.00772580953585725,27
2,"Lon","67.5",0.00771968253123851,28
2,"Lat","7.5",0.00737060392150361,29
