"Year","cpue"
81,75.0217178054979
82,61.2471398286923
83,71.6480589602731
84,74.0597636059312
85,67.2636006166659
86,69.9088534940754
87,74.7872111757031
88,80.2823953505573
89,78.9828778770063
90,77.6217797611161
91,74.1213029221796
92,75.1521844834293
93,70.0300025779144
94,78.9259157102934
95,74.3217845025187
96,78.8774822567601
97,98.6401404152477
98,81.9049448734977
99,82.8128369808419
100,88.6893715345322
101,96.3486253617495
102,80.1827639965332
103,77.5177377697445
104,94.6079309823328
105,92.4704942151743
106,85.1183983139237
107,56.4917317261199
108,72.9017280602025
109,75.0841424408577
110,77.7882492004571
111,69.4839028179862
112,70.2362349312136
113,90.8365190116504
114,71.6762131831808
115,50.9989691475551
116,86.9008764440682
117,96.1276000080431
118,73.7202142608567
119,84.1156592843578
120,98.1054079931461
121,94.7532905399203
122,76.9360841848355
123,93.2024159998151
124,94.314229925807
125,88.7787955125094
126,80.2606491866668
127,73.5335904802376
128,92.4010725820416
129,96.2282294634052
130,85.8932719961054
131,85.3492981403717
132,111.767259501636
133,105.403913698434
134,95.18422441992
135,81.22192691394
136,81.3276585969601
137,93.0010157123374
138,84.3211380964919
139,65.3015813737909
140,71.8705763054599
141,86.8513881854755
142,72.8966440820105
143,63.0277730911981
144,72.8198293973627
145,86.2732649058446
146,66.6455260884726
147,67.1825120839201
148,68.7484008842229
149,78.9916925256848
150,49.6142062759345
151,46.4485079173824
152,44.382701031577
153,52.4195407565779
154,53.2955156969464
155,41.5566063833744
156,45.5555723366507
157,55.9827291932745
158,59.4316390595182
159,52.7293021173334
160,43.9071497355909
161,58.0052751576701
162,68.2819476649262
163,61.1201516417852
164,52.5284983544932
165,72.8147424630785
166,70.7913354720432
167,50.4047966105724
168,63.9373275690301
169,71.6948128407536
170,79.1775756043978
171,71.3862332915871
172,65.7459606700546
173,68.6535985421565
174,67.2794220671093
175,57.3888090060046
176,57.9131762837001
177,69.1594840367376
178,75.6884550409827
179,84.543367833909
180,75.5257190380711
181,86.5454143685583
182,79.6954768019083
183,79.5664410284245
184,72.8801569569979
185,80.4483694993485
186,73.5327421871312
187,71.5004494885489
188,63.0316202344067
189,71.6098303662976
190,58.6743577122576
191,61.1473636082866
192,59.8044244283117
193,60.9136966223655
194,54.9166741036987
195,56.8306613787909
196,64.0656344673831
197,63.0165190735291
198,68.1192584558987
199,72.5141253865211
200,73.2060856410055
201,79.8287225127256
202,85.6092054550882
203,88.0345402155618
204,72.7317435936503
205,100.250923875036
206,101.113977529099
207,97.9525020528673
208,90.6777139439426
209,90.2775685884621
210,88.8042426409727
211,76.2646354820825
212,77.0521865393437
213,88.4752335500164
214,88.9557412286975
215,73.7402223042335
216,83.158480499667
217,72.591216454383
218,88.8299583037098
219,79.5749130631742
220,71.4521718586492
221,67.7670590285733
222,69.6879551063914
223,61.7823176782708
224,65.1286421104201
225,62.6807539272588
226,49.0067414244996
227,51.7799990258748
228,58.1060019072231
229,55.9222287903017
230,51.7508103205552
231,44.7655500518613
232,58.8405866535231
233,53.5538330189151
234,49.4400393895139
235,52.7716167876988
236,62.8488810432097
237,45.2994865991496
238,45.4638811715909
239,44.4928573255192
240,50.2371461504458
241,56.1851037289036
242,45.321097183883
243,51.2029620835488
244,71.5674553226071
245,65.4359343315062
246,80.843695918386
247,51.2274726503752
248,98.7230926498438
249,68.6495362023599
250,87.1285704736887
251,94.7089818089339
252,102.244486463651
253,78.9561908761391
254,85.4844816045973
255,59.6029571355841
256,90.3539469881575
