"Cell","Key","Value","Var_explained","Rank"
3,"Lat","-2.5",0.029040931494806,1
2,"Lon","52.5",0.0249567193268612,2
3,"Lat","-22.5",0.0248611621042132,3
1,"CQrt","134;2",0.0209427863901294,4
1,"Qrt","2",0.0205510040913302,5
3,"Lat","-12.5",0.0204825680084783,6
2,"Lat","-32.5",0.0200823705189153,7
2,"Lat","-2.5",0.0200496795875023,8
1,"CQrt","124;3",0.0199120094344379,9
2,"Lat","-22.5",0.0193890269891784,10
3,"Qrt","1",0.019149931086875,11
3,"CQrt","134;2",0.01883776504797,12
2,"CQrt","14;23",0.0187916080752427,13
3,"Qrt","2",0.0187524585691979,14
2,"CQrt","124;3",0.0187409665021357,15
1,"Qrt","1",0.0186950355515111,16
2,"Qrt","3",0.0185321882932992,17
3,"CQrt","14;23",0.0185013890449413,18
1,"Qrt","3",0.0182941317933138,19
2,"Qrt","2",0.018264953200363,20
3,"Lat","7.5",0.0181775321679008,21
2,"Lat","-12.5",0.0181669679774816,22
2,"Lat","7.5",0.0180946922383278,23
2,"Qrt","1",0.0180352935672863,24
2,"CQrt","134;2",0.0180132428233615,25
3,"Qrt","3",0.0177784494720355,26
1,"CQrt","14;23",0.0177260906204893,27
3,"CQrt","124;3",0.0175799719504912,28
1,"Lat","-32.5",0.0166197534368669,29
1,"Lon","32.5",0.0166197534368669,30
3,"Lon","92.5",0.0166197534368669,31
