"Cell","Key","Value","Var_explained","Rank"
1,"Lon","72.5",0.0365789047299417,1
1,"Lon","32.5",0.0355815882467654,2
1,"Lat","-32.5",0.0323281127957877,3
2,"Lon","52.5",0.0280326701154929,4
1,"Lat","-22.5",0.0180815285705921,5
1,"Lat","-12.5",0.0177790512213204,6
1,"CQrt","134;2",0.017410848625262,7
2,"CQrt","124;3",0.0155708181870974,8
2,"Lon","72.5",0.0155269188779995,9
1,"CQrt","14;23",0.0155115359660787,10
2,"Lat","7.5",0.015469316735983,11
1,"Qrt","1",0.015397873137162,12
1,"Lon","52.5",0.0153703209117493,13
2,"CQrt","14;23",0.0150308001019437,14
1,"Qrt","2",0.0150112730210271,15
1,"CQrt","124;3",0.0143909749077127,16
1,"Qrt","3",0.0142938948020136,17
2,"Qrt","3",0.0142026980950949,18
2,"Qrt","2",0.0140896705059233,19
2,"CQrt","134;2",0.0140883774281904,20
2,"Qrt","1",0.0137680173728088,21
