"Cell","Key","Value","Var_explained","Rank"
2,"Lon","42.5",0.16016456245001,1
2,"Lon","57.5",0.154284563113869,2
2,"Lon","62.5",0.149767189118344,3
2,"Lon","72.5",0.145999880695538,4
3,"Lon","67.5",0.144871518013586,5
2,"Lon","47.5",0.144728513187166,6
3,"Lat","2.5",0.14414867649528,7
1,"Lon","37.5",0.14404393084775,8
3,"Lon","47.5",0.143488693905331,9
2,"Lon","82.5",0.143037828156772,10
3,"Lon","52.5",0.142391910134174,11
3,"Lon","72.5",0.141942856451968,12
2,"Lon","37.5",0.141566053071726,13
3,"Lon","42.5",0.1412419263625,14
2,"Lon","77.5",0.141123470397981,15
2,"Lon","87.5",0.141121100159019,16
3,"Lat","12.5",0.140652096055792,17
3,"Lat","7.5",0.140118347657876,18
2,"Lon","52.5",0.140117765573414,19
2,"Lon","67.5",0.139735624270574,20
1,"Lon","42.5",0.139672146008538,21
1,"Lat","-17.5",0.139643276191821,22
2,"Lon","92.5",0.139545548561378,23
3,"Lon","77.5",0.139146412440291,24
3,"Qrt","2",0.139088110098158,25
3,"Lat","17.5",0.13904040863189,26
3,"CQrt","124;3",0.138942841178397,27
3,"Qrt","1",0.138901511144842,28
3,"Lon","82.5",0.138692147763368,29
3,"CQrt","14;23",0.138606195736256,30
3,"Lon","57.5",0.138501288793433,31
1,"Lon","67.5",0.138456266754769,32
1,"Lon","62.5",0.138361939102356,33
1,"Lat","-22.5",0.138350101622462,34
1,"Lat","-12.5",0.138301046003444,35
1,"CQrt","124;3",0.138249033906731,36
1,"Lon","92.5",0.138179328696171,37
2,"Qrt","1",0.138087301077156,38
3,"Lon","62.5",0.138072667950463,39
3,"Lon","87.5",0.138016822540271,40
1,"Lon","87.5",0.137983696561608,41
1,"Lon","72.5",0.137980327508053,42
1,"Lon","47.5",0.137977373770014,43
1,"Lon","57.5",0.137970580274594,44
2,"CQrt","14;23",0.13794007536994,45
1,"Qrt","2",0.137917681288,46
2,"Qrt","2",0.137904331148185,47
1,"CQrt","134;2",0.137874035006033,48
2,"CQrt","134;2",0.137846291546311,49
1,"Lon","77.5",0.137766183780461,50
3,"Qrt","3",0.137735691870959,51
1,"CQrt","14;23",0.137693913818362,52
2,"Qrt","3",0.137687275136722,53
3,"CQrt","134;2",0.137669100537827,54
2,"CQrt","124;3",0.137641195827344,55
1,"Lon","52.5",0.137639595657697,56
1,"Qrt","1",0.137629983966939,57
1,"Qrt","3",0.137532347611923,58
3,"Lon","92.5",0.137210599141412,59
2,"Lat","-2.5",0.137127644993886,60
