"Cell","Key","Value","Var_explained","Rank"
2,"Lon","72.5",0.0166197534368669,1
2,"Lat","-22.5",0.0141887522877027,2
2,"Lat","-2.5",0.0137344700079283,3
2,"Lon","52.5",0.0132632964359191,4
1,"CQrt","134;2",0.0130668530282211,5
1,"Qrt","2",0.0126750707294219,6
1,"CQrt","124;3",0.0120360760725294,7
2,"Lat","-32.5",0.0118487023784737,8
2,"CQrt","14;23",0.0109478720770689,9
2,"Lat","-12.5",0.0109079900493187,10
1,"Qrt","1",0.0108191021896026,11
2,"CQrt","134;2",0.0107686073439907,12
2,"Qrt","1",0.010707064796662,13
2,"Lat","7.5",0.0106534326675335,14
2,"Qrt","3",0.0105639721181406,15
1,"Qrt","3",0.0104181984314054,16
2,"Qrt","2",0.0102585473714896,17
2,"CQrt","124;3",0.0100428953509728,18
1,"CQrt","14;23",0.00985015725858085,19
1,"Lat","-32.5",0.00874382007495854,20
1,"Lon","32.5",0.00874382007495854,21
