"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0599433752037157,1
3,"Lon","72.5",0.0503032678890878,2
2,"Lat","-2.5",0.0481986423538227,3
1,"Lat","2.5",0.0472065578529383,4
3,"Lon","77.5",0.046378964794856,5
2,"Lat","12.5",0.0462120025040732,6
3,"Lat","-7.5",0.0453855406213232,7
3,"Lon","82.5",0.0449361353809773,8
1,"Lat","-7.5",0.0444616463439716,9
2,"Lat","7.5",0.043971598118874,10
3,"Lon","87.5",0.0435929399028612,11
2,"Lon","62.5",0.0435733500490727,12
3,"Lat","-2.5",0.0433814087519248,13
1,"Lon","42.5",0.0433092569966688,14
1,"Lon","47.5",0.0431249787673092,15
1,"Lat","-17.5",0.042779444046729,16
1,"Lon","37.5",0.0427487113664165,17
1,"Lat","7.5",0.042019861996402,18
2,"Lat","2.5",0.0419360488567508,19
1,"Lon","52.5",0.0418111993585586,20
3,"Lat","2.5",0.0417421488524278,21
3,"Lon","92.5",0.0416425476370473,22
1,"Lat","-12.5",0.0415944646707364,23
2,"Lat","-7.5",0.0415412192460856,24
1,"Lat","12.5",0.0414995813022346,25
1,"Lat","-22.5",0.0414775056308996,26
1,"Lat","17.5",0.0413231311247282,27
