"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0579438860689919,1
1,"Lon","57.5",0.041149372263621,2
1,"Lon","62.5",0.0358864322035291,3
2,"Lon","72.5",0.0314779312533846,4
1,"Lat","2.5",0.0293812365343366,5
1,"Lon","52.5",0.02800140026483,6
2,"Lon","77.5",0.0275536281591527,7
2,"Lat","-7.5",0.02656020398562,8
2,"Lon","82.5",0.026110798745274,9
1,"Lat","12.5",0.0250415015472831,10
2,"Lon","87.5",0.024767603267158,11
2,"Lat","-2.5",0.0245560721162215,12
1,"Lat","7.5",0.0243328351164907,13
1,"Lon","47.5",0.0235581371235531,14
1,"Lat","-12.5",0.0232539896128924,15
1,"Lon","37.5",0.0231175533876831,16
1,"Lat","-17.5",0.0230974971847574,17
1,"Lat","-7.5",0.0230051096556809,18
2,"Lat","2.5",0.0229168122167244,19
1,"Lon","42.5",0.0228755708194448,20
2,"Lon","92.5",0.0228172110013441,21
1,"Lat","-22.5",0.0225699844965845,22
1,"Lat","17.5",0.022542358869772,23
