"Year","cpue"
81,82.6352021462028
82,65.0222029315011
83,74.8789677716461
84,76.9883765843896
85,66.7330399323433
86,64.852237003656
87,76.5462464901608
88,80.3444817744144
89,85.4564211337086
90,83.4350756086645
91,78.6951543259917
92,93.0639232434031
93,82.9313831403873
94,97.8487828070848
95,97.2416325087087
96,102.678877549046
97,122.846747081625
98,101.718791418704
99,100.07928509979
100,103.987201091193
101,98.5452773739183
102,93.3710121642953
103,71.9591289707888
104,102.163585727218
105,100.151986734581
106,96.5474617688136
107,62.7400368257622
108,84.39006459539
109,85.5735191293303
110,88.9677356059737
111,90.3744233692089
112,84.7172015852246
113,102.241710827973
114,70.544048966343
115,60.1824608226243
116,85.9907847037391
117,94.2609206898761
118,74.6885477985094
119,83.2873609676974
120,84.773339774608
121,83.9038892711367
122,70.6123228152545
123,80.1646078054133
124,76.2430098777669
125,71.0413424027371
126,57.4785847351978
127,51.6906114681642
128,64.4842782077355
129,74.030907645514
130,60.5564178726477
131,59.6619244954143
132,78.6519378853799
133,79.3071207694306
134,66.8347192388279
135,66.5664231718502
136,71.0816589130134
137,74.5209957619419
138,67.1624125830857
139,60.0595401808722
140,65.20048560354
141,80.0420542421004
142,74.0553500998238
143,59.5442395219193
144,70.9464124888535
145,80.3648690114434
146,63.284807938287
147,65.040899000462
148,67.2051283068612
149,71.2122591473282
150,57.842842058507
151,49.2972944544756
152,56.0789325659176
153,61.7778404369981
154,63.8930708127845
155,55.1012675510053
156,60.5907383535881
157,61.6502498465742
158,70.0859635356293
159,60.1734079263687
160,46.2249610975081
161,65.3825631747103
162,66.1841831140555
163,63.2481365510798
164,55.0674530352251
165,71.590405837689
166,79.9780410897546
167,51.140933316681
168,61.9341231100869
169,78.8344499962634
170,79.155158653053
171,69.7698278562956
172,69.9722061921073
173,72.6744302619207
174,72.4091443150932
175,65.8706158769831
176,60.7616220271685
177,66.838198478795
178,66.557518211957
179,67.4615421345031
180,57.3752833171329
181,66.8033613426574
182,61.5136442918141
183,53.8635861346837
184,58.223788883452
185,60.1977280498846
186,56.1632735138487
187,52.8255513708717
188,49.8776795041048
189,58.6768077483865
190,50.4296475646174
191,52.6625906544285
192,52.8453747097912
193,52.4523221494293
194,49.7071491254453
195,53.8344773579819
196,58.4896128051452
197,52.5507699619312
198,52.4981231069534
199,58.1073308558845
200,52.04869063414
201,54.329052612355
202,53.5702520632627
203,50.6503312112829
204,39.9125305915144
205,54.0150673347043
206,51.615119056614
207,55.0935854233828
208,49.545188425906
209,49.2880236276714
210,57.4219418931391
211,52.0585193888698
212,53.8776156700131
213,64.6155263541231
214,67.1534727252218
215,63.8586439388243
216,70.1677960700493
217,60.1069279112362
218,73.9112064532571
219,64.4936846548764
220,57.3704597266826
221,60.232405731849
222,60.9014614520368
223,56.5052124954671
224,67.0180392628371
225,62.0945810167881
226,51.692790035317
227,57.1931801990943
228,63.6158916548779
229,68.2891504294333
230,57.3291264108338
231,53.4543855937979
232,67.0202170832762
233,56.1385625504597
234,59.388300045838
235,54.6498232015699
236,65.94166762962
237,47.7047879753359
238,49.4016423384147
239,49.8842882692296
240,53.2430587708968
241,53.0986540796439
242,39.7341680658441
243,45.4176250134507
244,63.437884802568
245,55.3077932763902
246,65.0019227725092
247,43.9142074019827
248,78.1186486134938
249,55.1049511289579
250,69.7607282236795
251,75.1127390863352
252,76.1636985876699
253,60.6322630155635
254,72.9825425229329
255,48.107810161682
256,80.1602687132957
