"Year","cpue"
81,85.2156527343241
82,67.0800527792927
83,77.4177560794614
84,78.4724634379665
85,67.5741116826217
86,61.7332744411962
87,74.1780831412816
88,79.1838345256437
89,75.4909853138174
90,71.9455608335148
91,67.8681256410742
92,76.1051251836112
93,68.0281235280045
94,70.7419469033101
95,66.479812870395
96,67.3495191437146
97,78.6237163185996
98,62.683078352733
99,60.7956336283824
100,59.9879187711824
101,61.6435768849938
102,58.7518995323241
103,48.2396624052137
104,65.6062497955091
105,69.8781190197451
106,68.372553031046
107,42.8034838713071
108,56.0566624641467
109,56.559154049621
110,59.6390640574821
111,55.8670845078965
112,53.280361706079
113,70.9450438439433
114,57.3241385293106
115,48.4857228615176
116,71.4999464053917
117,78.4872775793015
118,64.4634682490163
119,72.3501276112014
120,82.9911887523483
121,86.3865889557336
122,68.4275220023986
123,75.2058207432227
124,79.7375505059872
125,77.5300314772545
126,63.8925795825833
127,60.8701030450145
128,73.8601240986106
129,78.1127090351362
130,64.2406853854439
131,60.6751177730122
132,82.1441476869028
133,73.4012511955019
134,56.7139106532601
135,54.3687661379231
136,58.924233804611
137,62.027413590766
138,59.3318585351591
139,50.62726407196
140,59.0217821153261
141,81.416879374617
142,73.9186841094199
143,72.2154279411027
144,91.1821088531832
145,108.373408964781
146,102.518951821516
147,98.3544908789182
148,111.747111847065
149,121.28804527113
150,91.9412882904411
151,81.0094897449186
152,88.6715131869781
153,99.1959437438228
154,101.465810679804
155,84.7018682009259
156,88.060471714308
157,92.3794912953189
158,93.4957496977264
159,80.8746219585022
160,62.1686913173691
161,76.6415517198262
162,84.6567609332443
163,75.5034677746511
164,57.5425432867649
165,75.7875315893123
166,77.9591177530569
167,49.9361160442582
168,68.6626228821104
169,78.3159945045866
170,81.4533108425764
171,72.7755892766026
172,71.3212258679526
173,70.5016025203864
174,69.1143537428727
175,61.3231258537213
176,61.4032639681233
177,69.6218961855477
178,74.409492056908
179,78.4122599306384
180,67.6200885117002
181,80.9455554295094
182,79.5071662129396
183,65.3361166694294
184,64.0757073409251
185,73.3712743379664
186,66.9267006571696
187,69.0692342780493
188,63.4964525105246
189,72.0207618351679
190,63.9930830618634
191,66.188943148832
192,66.0544517878189
193,68.3892629018129
194,61.3533913159168
195,63.7744832862792
196,65.3288363624795
197,62.1819639366522
198,58.9617503561642
199,61.2440202258135
200,55.7950308724446
201,60.6951273880116
202,61.124859482668
203,56.2987214000527
204,43.9808825907072
205,62.8565595955382
206,62.8650826837933
207,65.6659451082225
208,60.1583951867043
209,63.4031541744389
210,66.6414036758925
211,68.482420630602
212,64.0958400445566
213,72.4274438563519
214,79.4609180726477
215,74.1966186862231
216,73.491370552137
217,57.1906707706876
218,69.2567924919687
219,60.3526094665743
220,53.7181925521867
221,56.3698356843341
222,58.7535812019877
223,53.9590345654348
224,58.0834050694724
225,60.8759871180948
226,56.7162030469452
227,57.5752919704242
228,71.5012309845812
229,73.1503148667044
230,70.3798252865248
231,62.9210674256002
232,86.0576660766464
233,83.5902573753062
234,78.488031559657
235,84.5305516877739
236,94.8013264592068
237,66.2678226096737
238,66.4470121370775
239,67.9824950843346
240,78.4409648713695
241,81.5168801450179
242,59.513235498548
243,68.9517619791354
244,92.1301673921731
245,77.8736876233873
246,89.5303986461562
247,55.9660157482178
248,89.531296165447
249,66.9535996590998
250,78.10645563121
251,76.5257388591693
252,93.5765990691678
253,64.2135032578037
254,67.7875651649818
255,47.5245044592451
256,77.7318171094157
