"Cell","Key","Value","Var_explained","Rank"
1,"Lon","67.5",0.0217473271759261,1
1,"Lat","-2.5",0.0207672826262922,2
2,"Lat","7.5",0.0157906448952876,3
2,"Lat","12.5",0.0157134249160215,4
1,"Lat","-7.5",0.0126018917985805,5
2,"Lon","47.5",0.0121257180159205,6
1,"Lon","57.5",0.0120561311048437,7
1,"Lat","-17.5",0.0119135355419283,8
1,"Lon","37.5",0.0116287127157036,9
1,"Lon","72.5",0.0113398379707418,10
1,"Lon","42.5",0.0109450226926603,11
1,"Lon","77.5",0.0108109356438091,12
1,"Lon","47.5",0.0106301018525807,13
2,"Lon","52.5",0.0104091440227966,14
1,"Lon","62.5",0.0102812346580687,15
1,"Lon","82.5",0.0100545913982136,16
1,"Lat","-22.5",0.00975515755073731,17
2,"Lon","57.5",0.00972654995142921,18
2,"Lon","62.5",0.00963004382319284,19
1,"Lat","-12.5",0.00954526054495235,20
1,"Lon","52.5",0.00948938711166782,21
2,"Lat","17.5",0.00946539368783048,22
1,"Lon","87.5",0.00942017821488597,23
2,"Lon","87.5",0.00940709068200852,24
1,"Lon","92.5",0.00940088461222418,25
2,"Lon","67.5",0.00924864046903894,26
