"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0504205894699543,1
3,"Lon","72.5",0.0361187620384631,2
1,"Lon","57.5",0.0335826101767373,3
3,"Lon","77.5",0.0334739200434918,4
3,"Lat","-7.5",0.033441606915983,5
1,"Lat","2.5",0.0329552646169351,6
3,"Lon","82.5",0.0322032055861747,7
2,"Lat","12.5",0.0303986976668014,8
3,"Lon","87.5",0.0294803415464882,9
1,"Lat","-17.5",0.0291197415640105,10
3,"Lat","-2.5",0.0290991890739138,11
2,"Lat","7.5",0.0289413860306387,12
1,"Lon","37.5",0.028910827428357,13
1,"Lat","12.5",0.0288734899596448,14
2,"Lat","-2.5",0.0287484041626582,15
1,"Lon","52.5",0.0281419386789282,16
1,"Lat","-7.5",0.0279442668417567,17
1,"Lon","42.5",0.0277877979568703,18
1,"Lat","-12.5",0.0275109002429903,19
3,"Lat","2.5",0.0274987638148621,20
1,"Lat","7.5",0.0274825458492814,21
1,"Lat","-22.5",0.0274528475558599,22
3,"Lon","92.5",0.0274105938523805,23
1,"Lon","47.5",0.0273360215788894,24
1,"Lat","17.5",0.0272916473393781,25
2,"Lat","2.5",0.0272546425973579,26
2,"Lat","-7.5",0.0271600798996666,27
2,"Lon","67.5",0.0267611987302049,28
