"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.0568462086915285,1
1,"Lat","-7.5",0.043014161697081,2
2,"Lon","72.5",0.0390083737108949,3
1,"Lon","42.5",0.0332689631115452,4
3,"Lat","12.5",0.0330632314555673,5
2,"Lon","62.5",0.0325597264734816,6
2,"Lon","47.5",0.0322634156043691,7
3,"Lat","7.5",0.0321674174825624,8
2,"Lon","77.5",0.0311664095917412,9
1,"Lat","-17.5",0.0306621105742765,10
1,"Lon","47.5",0.0300164420858639,11
1,"Lon","37.5",0.0295884310790547,12
2,"Lon","82.5",0.029220992561036,13
2,"Lon","52.5",0.0289134953649757,14
3,"Lon","47.5",0.0288925948185921,15
1,"Lon","57.5",0.0287198999133293,16
1,"Lon","72.5",0.0282934037596607,17
1,"Lat","-12.5",0.0282583017082217,18
1,"Lon","67.5",0.0281627237422465,19
2,"Lon","87.5",0.0280368921956722,20
3,"Lon","52.5",0.0278185334889693,21
1,"Lon","62.5",0.027696302897042,22
1,"Lon","82.5",0.0273045521653073,23
1,"Lon","77.5",0.0271627706476245,24
1,"Lon","87.5",0.0271051552563111,25
1,"Lat","-22.5",0.0270716691719777,26
2,"Lon","92.5",0.0270366263614106,27
2,"Lon","57.5",0.0269249512435649,28
3,"Lon","57.5",0.0267672589634543,29
1,"Lon","52.5",0.0267461439100371,30
3,"Lat","17.5",0.0265093352991739,31
3,"Lon","62.5",0.026504954044521,32
1,"Lon","92.5",0.0264538098619546,33
3,"Lon","67.5",0.0262506321198305,34
3,"Lon","87.5",0.0261296784590875,35
2,"Lat","2.5",0.025871817772588,36
