"Cell","Key","Value","Var_explained","Rank"
3,"Lon","72.5",0.0234230656633246,1
3,"Lat","-2.5",0.0200768549807247,2
3,"Lon","52.5",0.0194422055798618,3
2,"Lon","52.5",0.0187200305888132,4
1,"Qrt","2",0.0186106382128207,5
1,"Lon","32.5",0.0182034200196184,6
2,"Lon","72.5",0.018141670988798,7
1,"CQrt","134;2",0.0180678030399158,8
3,"Lat","-12.5",0.0177210772485789,9
2,"Qrt","2",0.0172805909415984,10
2,"CQrt","14;23",0.0170024657230456,11
1,"CQrt","124;3",0.0169836980917766,12
2,"CQrt","124;3",0.0169065305343647,13
2,"Qrt","1",0.0168676119849432,14
3,"CQrt","134;2",0.0167152819217884,15
1,"Qrt","3",0.0166958403863229,16
2,"CQrt","134;2",0.0163867372337203,17
3,"Qrt","1",0.0161205780107932,18
3,"Lat","7.5",0.016064250169804,19
2,"Qrt","3",0.0159875150321908,20
1,"Qrt","1",0.0159736988454925,21
3,"Qrt","3",0.015810701042457,22
3,"Qrt","2",0.0157679988841496,23
3,"CQrt","14;23",0.0157617115687768,24
3,"CQrt","124;3",0.0156901254049999,25
1,"CQrt","14;23",0.0156413458589641,26
1,"Lat","-32.5",0.0141531037229186,27
2,"Lat","-22.5",0.0141531037229186,28
