"Key","Value","Improvement"
"Lon","42.5",7.7693765990191
"Lat","-27.5",6.92930524809981
"Lon","82.5",5.65693912793085
"Lon","62.5",5.47753806220817
"Lat","2.5",5.09035288300265
"Lat","-7.5",2.91102142240379
"CQrt","124;3",2.33648203549342
"Qrt","1",2.01360985831434
"Lat","-17.5",1.8022071958942
"CQrt","134;2",1.74547922926922
"Lat","12.5",1.71574508433264
"CQrt","14;23",1.42889168778333
"Qrt","2",1.21605410115581
"Qrt","3",1.15910912011236
