"Cell","Key","Value","Improvement"
1,"Lon","62.5",10.2108637604608
1,"Lon","42.5",9.11064784514315
1,"Lat","-27.5",8.58844399300187
1,"Lat","-17.5",3.41115430758759
1,"Lat","-7.5",2.7422934557701
1,"CQrt","124;3",2.46439536912658
1,"CQrt","14;23",2.13493597513434
1,"CQrt","134;2",1.73314881200213
1,"Lat","2.5",1.6386563453309
1,"Qrt","2",1.48192373542201
1,"Qrt","1",1.39506182349965
1,"Qrt","3",1.28327652429266
1,"Lat","12.5",1.26184526047246
2,"Lat","-17.5",10.1656422016476
2,"Lat","-7.5",4.46647590054619
2,"Qrt","2",3.44032582362024
2,"Qrt","1",3.39553877619045
2,"Qrt","3",3.09311162913792
2,"CQrt","14;23",1.70625995736287
2,"CQrt","124;3",1.54544191927624
2,"CQrt","134;2",1.36036376803708
2,"Lon","102.5",0
3,"Qrt","1",2.6312784674289
3,"CQrt","124;3",1.8648410512215
3,"Qrt","2",1.57915103986721
3,"CQrt","134;2",1.41505619797357
3,"CQrt","14;23",1.311020636764
3,"Lat","12.5",1.30151192085498
3,"Qrt","3",1.26933936410529
3,"Lon","102.5",0
