"Cell","Key","Value","Var_explained","Rank"
2,"Lat","2.5",0.0187876165075653,1
1,"Lon","62.5",0.0178579596023855,2
1,"Lon","42.5",0.0166197534368669,3
1,"Lat","-27.5",0.0160320542222154,4
2,"Lat","-17.5",0.0146078471169723,5
2,"Lat","-7.5",0.0102292530212374,6
1,"Lat","-17.5",0.0102054233583036,7
1,"Lat","-7.5",0.00945267326710348,8
1,"CQrt","134;2",0.00913992090688286,9
2,"Qrt","1",0.00889661609963407,10
1,"CQrt","124;3",0.00876914036530959,11
2,"CQrt","134;2",0.00858445006072911,12
2,"Qrt","2",0.00849914358195695,13
1,"CQrt","14;23",0.0083169606288685,14
2,"CQrt","14;23",0.00824807405770052,15
1,"Lat","2.5",0.00821061681653296,16
1,"Qrt","2",0.00803422663600072,17
1,"Qrt","1",0.00793647041070589,18
2,"Lat","12.5",0.00792421718066016,19
1,"Qrt","3",0.00781066488038642,20
1,"Lat","12.5",0.00778654568466504,21
2,"Qrt","3",0.00752513448479484,22
2,"CQrt","124;3",0.00732665696325056,23
2,"Lon","102.5",0.00636643844962624,24
