"Cell","Key","Value","Var_explained","Rank"
1,"Lon","62.5",0.0302791376603247,1
2,"Lat","-17.5",0.0302282443655112,2
1,"Lon","42.5",0.029040931494806,3
1,"Lat","-27.5",0.0284532322801545,4
2,"Lat","-7.5",0.023814282565746,5
2,"Qrt","2",0.0226594316548406,6
1,"Lat","-17.5",0.0226266014162428,7
2,"Qrt","1",0.0226090273682903,8
2,"Qrt","3",0.0222686694868169,9
1,"Lat","-7.5",0.0218738513250425,10
3,"Qrt","1",0.0217489127187974,11
1,"CQrt","134;2",0.0215610989648219,12
1,"CQrt","124;3",0.0211903184232486,13
3,"CQrt","134;2",0.0208863479067276,14
1,"CQrt","14;23",0.0207381386868077,15
2,"CQrt","124;3",0.0207078774034228,16
1,"Lat","2.5",0.020631794874472,17
3,"Qrt","2",0.0205648263503121,18
2,"CQrt","134;2",0.0205268893959662,19
1,"Qrt","2",0.0204554046939399,20
3,"CQrt","14;23",0.0203801505588299,21
1,"Qrt","1",0.0203576484686451,22
2,"CQrt","14;23",0.0203185985461641,23
3,"CQrt","124;3",0.0202630667468894,24
3,"Lat","12.5",0.0202523654377185,25
1,"Qrt","3",0.0202318429383255,26
3,"Qrt","3",0.0202161577646851,27
1,"Lat","12.5",0.0202077237426042,28
2,"Lon","102.5",0.0187876165075653,29
3,"Lon","102.5",0.0187876165075653,30
