"X1","Data.Year","X1.1","X17","X0","X0.1","Data.n","X0.2","X10","X15","X20","X25","X30","X35","X40","X45","X50","X55","X60","X65","X70","X75","X80","X85","X90","X95","X100","X105","X110","X115","X120","X125","X130","X135","X140","X145","X150","X155","X160","X165","X170","X175","X180","X185","X190","X195"
1,29,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0.4,0.2,0.4,0.4,0,0.2,0.4,0.4,0.6,0.4,0,0.6,0.2,0,0,0,0,0.2,0,0,0
1,30,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0.4,0.2,0,0.2,0.2,0.4,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
1,31,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0.4,0,0.2,0.2,0.2,0.4,0.2,0.6,0,0,0.4,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0
1,32,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0.2,0,0.6,0.4,0,0.2,0.8,0.4,0.4,1.4,0.4,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0
1,33,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333333333333333,0.783333333333333,0.533333333333333,0.25,0.4,0.7,0.6,0.2,0,0,0.6,0.4,0.4,0,0.2,0.2,0,0.2,0,0,0,0,0,0
1,34,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.333333333333333,0.2,0.2,0.2,0,0.4,0.4,0.933333333333333,0.8,0.2,0.4,1.73333333333333,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0
1,35,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0.2,0.4,0.6,0,0.4,0.4,0.8,0.4,0.2,0.2,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0
1,36,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.8,0.8,0.6,0.4,0.8,0.4,0.6,0.2,0.6,0.4,0,0,0,0.2,0,0,0,0,0,0
1,37,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.4,0.2,0.45,0,0.45,0.85,0,0.45,0.95,0.4,0.4,0.4,0,0.25,0.4,0,0,0,0,0,0,0,0
1,38,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1.6,0.8,0.8,0.4,0.8,1.6,0.4,0,0,0,0.8,0,0,0,0,0,0,0,0
1,40,1,17,0,0,35,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0.65,1.05,0.8,0,0.8,0.4,0.6,0.65,0,0.45,0.4,0.2,0,0,0,0,0,0,0
1,41,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.2,0,0.4,0.933333333333333,0.8,0.333333333333333,0.4,0,0.6,0.2,0.4,0,0,0.2,0.2,0,0,0,0,0,0
1,42,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.2,0.2,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0
1,43,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0.2,0,0.6,0.4,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,0
1,44,1,17,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.65,0.6,1.05,0.45,0.2,1.85,0.4,1.2,0.8,0.6,0.2,0.4,0,0.2,0,0,0,0,0,0
1,45,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.9,0,0,0.9,0.4,1.2,2.1,0.4,1.2,0.4,0.9,0.4,0.4,0,0,0,0,0,0,0,0,0
1,47,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.6,0,0.6,0.4,0.4,0.2,0.6,0.6,0,0.4,0.2,0,0.2,0,0,0,0.2,0,0,0,0
1,49,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0.2,1,0.4,0.4,0.2,0.2,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0,0.2,0.2,0,0,0,0,0,0,0
1,50,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0.2,0.2,0,0.8,0,0.8,0.85,0.4,0.85,0.85,0.6,0.85,0,0,0,0,0,0,0,0,0,0,0
1,51,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0.4,0,0.25,1.05,1.2,1.05,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0
1,52,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.4,0,0.6,0.2,0.4,0.2,1.2,0.8,0.6,0.4,0.6,0.6,0.4,0,0.2,0,0,0,0,0,0,0,0
1,53,1,17,0,0,45,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.4,0,0.2,0.45,0.85,1.2,0,1.65,0.6,0.65,0.2,0.6,0.4,0.4,0,0,0,0,0,0,0,0
1,54,1,17,0,0,50,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0.4,0.4,0,0.2,0.2,0.8,0.2,0.4,0.6,1.4,1.2,0.4,0.6,0.4,0.4,0.4,0.2,0,0,0.2,0,0,0,0,0
1,55,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.4,0.4,0.2,0.2,0.4,0.6,0.6,0,0,0.6,0.4,0.4,0.2,0.2,0,0,0,0,0,0,0,0
1,56,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.4,0.533333333333333,0.2,0.333333333333333,0.4,0.6,0.6,0,0.8,0.2,0.2,0,0.6,0.733333333333333,0,0,0,0,0,0,0,0,0
1,57,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.45,0.2,1.3,0.6,0.6,0.2,0.6,1.05,0.2,0.2,0.4,0,0.2,0.6,0.2,0,0,0,0,0,0,0
1,58,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.25,0,0,0.2,0,0,0.25,0.65,0.45,0,0.2,0,1,0,0.4,0,0.4,0.6,0.2,0.2,0,0,0,0,0,0
1,59,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0.4,0.2,0.2,0.4,0.6,0.4,0.6,0.4,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0
1,60,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.6,0,0,0,0.2,0.6,1,0.4,0.6,0,0.8,0.6,1.2,0.2,0,0,0.2,0,0,0,0,0,0
1,61,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0.4,0.4,0.6,0.2,1.6,0,0.6,0.2,0.4,0.2,0.2,0,0.2,0,0,0,0,0,0
1,62,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.6,0.4,0.2,0.4,0.4,1.2,0.2,0,0.2,0.6,0.2,0,0.2,0,0,0,0,0,0
1,63,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.65,0.8,0,0.2,0.65,0.45,0.2,0.4,0,0,0,0.25,0.2,0,0,0,0,0,0
1,64,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,1,0,1,0.2,0.4,0.2,0.6,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.4,0,0,0,0.8,1,0.6,0.8,0.4,0.6,0,0.4,0.4,0,0,0,0,0,0,0,0,0
1,66,1,17,0,0,35,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0.2,0.2,0,0.65,0.45,0.4,0.2,0.4,0.2,0.4,0,0.2,0.25,0.4,0.85,0.4,0,0.2,0,0,0,0,0,0,0
1,67,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.6,0.4,0,0,0.2,0,0,0,0,0.2,0,0,0
1,68,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0.2,0.8,0.2,0.6,0.6,0.45,0.25,0.25,0.45,0.4,0,0.2,0,0,0,0,0,0,0,0
1,69,1,17,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0.6,0,0.4,0.933333333333333,0.8,0.6,0.733333333333333,0.2,0.6,0.6,1.53333333333333,1,0,0.4,0,0,0,0,0,0,0
1,70,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.2,0,0.333333333333333,0.25,0.45,0.2,0.2,0.8,0.85,0.6,1.2,0.2,0.6,0.866666666666667,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0
1,71,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0.4,0.8,0.2,0,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0.2,0.2,0.2,0.2,0,0,0.4,0,0.25,0.45,0,0.6,0.45,0.2,0,0.25,0,0,0,0,0,0,0
1,73,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0.6,0.2,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0
1,74,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0.333333333333333,0,0,0.2,0.2,0.2,0.533333333333333,0.2,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0
1,75,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0.6,0,0.6,0.4,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,76,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.6,0.2,0.2,0.2,0.8,0.6,0.6,0,0.2,0.4,0,0.4,0,0,0,0,0,0,0,0
1,77,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.4,0.4,1,0.4,0.4,1.2,1.2,0.6,0.4,0,0,0.2,0,0.2,0.2,0,0,0,0,0
1,78,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.6,0.4,0.2,0,0.4,0.6,0,0.2,0,0.2,0,0,0,0,0,0
1,79,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0.2,0.6,0.8,0.4,0.6,0.4,0.2,0.2,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0
1,80,1,17,0,0,15,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.4,0,0.2,0.4,0.2,0,0.8,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0.4,0,0.2,0.4,0.6,0.4,0,0.2,0,0,0.2,0,0,0,0,0,0
1,82,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.6,0,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0
1,83,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0
1,84,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0.2,0.2,0.2,0.4,0.4,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.6,0,0.4,0.4,0.4,2,0.8,0.8,0,0.4,0.4,0,0,0.4,0,0,0,0,0,0,0,0
1,87,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0
1,88,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0.25,0.333333333333333,0.85,0,0.4,0.333333333333333,0.533333333333333,0,0,0.45,0,0,0,0,0,0,0.25,0,0,0
1,89,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0.4,0.8,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1,91,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0
1,92,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.4,0.4,0,0,0.6,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0
1,93,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0,0.2,0.2,0,0.6,0.6,0.4,0,0.2,0.6,0.2,0,0,0,0.2,0,0,0,0,0,0
1,94,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.4,0,0.25,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0
1,95,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.6,0,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,96,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0.9,0.4,0.7,1.3,0.9,0,0.2,0,0,0,0,0,0,0,0,0,0,0
1,97,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0,0.4,0.8,0.4,0.8,0.6,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0,0,0,0,0,0,0,0
1,98,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0.2,0.4,0,0.2,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
1,99,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.2,0,0.2,0.2,0.2,0.2,0,0.4,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0
1,102,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.4,0,0,0.6,0.4,0.6,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
1,103,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,104,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0.2,0.4,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.4,1,0.4,0.8,0.6,0.6,0,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,0
1,106,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.2,0,0.2,0.65,0.7,0.2,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
1,107,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,108,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0.6,0.2,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.8,0.4,0,0.4,0.2,0,0,0.4,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0
1,110,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,111,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0.333333333333333,0,0.7,0,0.7,0.45,0.933333333333333,0,0,0.533333333333333,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0
1,112,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,1,0.4,0.2,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0
1,113,1,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0.2,0,0.2,0,0.2,0.4,0.4,0.6,0.2,0.6,0.2,0,0.4,0,0,0,0,0,0,0,0,0
1,114,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,1,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0
1,116,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0.2,0,0.733333333333333,0,0,0.4,0,0.2,0.533333333333333,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
1,117,1,17,0,0,30,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.4,0.6,0.4,0.2,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0
1,118,1,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.4,0.2,0,0,0.4,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0
1,119,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0.2,0,0.6,0,0,0.2,0.2,0.2,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1,120,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.4,0.2,0,0,0.4,0.8,0,0.2,0.4,0,0,0.4,0.6,0.2,0,0.6,0,0.2,0,0,0,0,0,0
1,121,1,17,0,0,40,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.2,0.4,0,0,0,0,0.6,0.7,0.85,0.45,0.2,0.9,0.25,0,0,0.25,0.4,0,0,0.2,0,0,0,0,0,0
1,122,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0.5,0,0.7,0.2,0,0,0.2,0,0.2,0.2,0.2,0.2,1.4,0.2,0,0.4,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0
1,123,1,17,0,0,25,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.4,0,0,0,0.4,0,0.6,0.5,0.2,0.2,0,0,0.4,0.4,0,0.25,0,0.25,0,0,0,0,0,0,0,0
1,124,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.4,0.4,0.4,0.6,0.4,0.4,0.2,0.6,0.6,0.4,0.4,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0
1,125,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0.45,0.7,0.65,0.2,0.2,0.2,0.2,0.4,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0
1,126,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.2,0,0.2,0,0.333333333333333,0.9,0.333333333333333,0.2,0.9,0.6,0.4,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0
1,127,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0.4,0.2,0,0,0.8,0.4,0.6,0.8,1,0.2,0,0.2,0.2,0.2,0.4,0,0.2,0,0,0,0,0,0
1,128,1,17,0,0,30,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.4,0,0.4,0.8,0,0.2,0.2,0,0.4,0.9,0.2,0.2,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0
1,129,1,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.4,0,0.4,0.4,0.2,1.4,0.6,0.4,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0
1,130,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0.4,0.7,0,0.2,0.2,0,0,0.7,0,0,0,0,0.2,0,0,0,0,0
1,131,1,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.4,0,0.6,0.4,0.5,0.8,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0
1,132,1,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0.65,0.85,0.45,0.2,1.05,1,0.45,0.45,0.5,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0
