"Year","cpue"
81,100.914470913045
82,79.7560274148647
83,77.2340501870465
84,81.2988157783569
85,71.6564334731858
86,64.1129511062813
87,81.0024176754992
88,87.5782804715843
89,86.0896396923196
90,79.2738218440319
91,76.1501156957096
92,83.9440476842788
93,77.5914146537899
94,76.8064882257672
95,76.0286698181412
96,79.0291296648944
97,91.2353170954904
98,74.3828268483473
99,77.8178847292839
100,74.2348086795916
101,70.2881527366933
102,82.4481102824974
103,66.1418460492688
104,84.2088493085347
105,84.1815984700618
106,76.3415456870715
107,54.7349313274467
108,68.7844750327838
109,71.3058450825187
110,76.3400062447863
111,79.2032981994438
112,75.9008436498247
113,89.3099446691299
114,74.1953072171372
115,60.6218803795068
116,85.3227073026551
117,95.2526081035246
118,65.2667041742483
119,85.6646236407985
120,89.3844589252688
121,89.7052535293023
122,73.6713300188107
123,80.4742699952398
124,87.8516553659574
125,84.3185705667384
126,68.0111513682515
127,66.7406692363538
128,79.8614712213691
129,86.8603707951432
130,72.069294995221
131,68.1183604408315
132,87.4558402696437
133,83.4284760312924
134,64.9610327832231
135,60.2816764691125
136,66.1444462139648
137,71.9948582485917
138,60.2120003879089
139,50.6497860501531
140,54.3492591754784
141,72.6093560310368
142,55.1747004887209
143,54.9582232196887
144,62.6853439002509
145,70.6679750900422
146,57.6716937962119
147,63.7616041949338
148,66.0025057964655
149,75.5127154760485
150,56.6192448412215
151,51.6089705531333
152,51.4852318185862
153,60.9786467027313
154,64.7428840166047
155,56.9393420183551
156,64.4212518568713
157,66.3977584197582
158,70.6831036526081
159,66.5684204109294
160,52.2466666503163
161,65.7128560406129
162,66.6085903648722
163,67.6028877971735
164,53.4054440792015
165,71.6468378576609
166,82.1512262557488
167,54.6157586588415
168,69.0384041908083
169,77.4592658283672
170,84.5321481605648
171,74.9677283997971
172,68.8899093427157
173,69.7941381628294
174,65.6933404519179
175,50.8217389329167
176,50.4285169377316
177,50.8253201449058
178,54.3963972340471
179,58.8951309550563
180,48.558056232225
181,58.7007977813774
182,57.5233573423997
183,55.2453141498052
184,56.0549683955628
185,66.8071390897232
186,63.9462145105554
187,67.4023561068348
188,60.0272782097979
189,67.130303831275
190,63.8637475619714
191,60.9399965442076
192,63.2976681175898
193,60.861746991168
194,58.7686770091388
195,57.4355429082453
196,64.1764443406877
197,59.4244339511415
198,59.7179916238609
199,60.250852044131
200,57.1100214067112
201,65.6291090909021
202,63.4230654304677
203,63.4207638373532
204,48.2969273189519
205,72.0267881772484
206,64.1983579119157
207,69.2695880805185
208,62.8086813676877
209,66.5778174984491
210,66.2461004219185
211,66.631912279221
212,61.8760628807823
213,68.0035083696743
214,68.2705185099451
215,65.4061967925001
216,71.5126371525066
217,55.5360277777817
218,66.004482888493
219,59.5799464140592
220,55.7250199565692
221,60.3278235300676
222,56.4753729179511
223,57.2379082173855
224,67.8291941727298
225,65.1178141615555
226,58.5341264656246
227,61.4043776306964
228,73.6197735093257
229,71.4104783372222
230,59.7068647013412
231,58.9462077263335
232,70.851689740118
233,59.8951943074039
234,54.0965551231764
235,59.242577881956
236,66.8539614058763
237,46.6566882959365
238,41.5638075679918
239,45.9008204583954
240,50.2170953441248
241,51.6861341361866
242,39.8258026942542
243,44.1329909612055
244,61.23340015114
245,49.3595881086697
246,59.4110866892833
247,40.0984655854539
248,68.1199862205352
249,47.0168814192427
250,55.9633791031909
251,68.4182853078316
252,79.7020486171313
253,62.6203431787596
254,60.4147219074327
255,41.9302644387071
256,67.1634153586613
