"Data.Year","X1","X17","X0","X0.1","Data.n","X0.2","X10","X15","X20","X25","X30","X35","X40","X45","X50","X55","X60","X65","X70","X75","X80","X85","X90","X95","X100","X105","X110","X115","X120","X125","X130","X135","X140","X145","X150","X155","X160","X165","X170","X175","X180","X185","X190","X195"
119,1,17,0,0,4,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0.2,0,0.2,0.4,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0
120,1,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.8,0.2,0,0.6,0.8,0.4,0.6,0.4,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0
121,1,17,0,0,8,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0.4,0,0.2,0.45,0,0.9,0.7,0.2,0,1,0.4,0.4,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0
122,1,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0.2,0.2,0.2,0.2,0.7,0.2,0.7,0,0,0.6,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0
123,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.4,0.2,0.2,0.4,0.2,0.4,0.45,0.2,0.2,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
124,1,17,0,0,7,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.6,0.4,0.6,0.6,0,0.4,0.6,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
125,1,17,0,0,6,0,0,0,0,0,0,0,0,0.25,0.2,0,0.45,0.45,0.25,0.4,0,0,0.2,0,0.4,0.2,0.4,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,17,0,0,6,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.5,0,0.533333333333333,0,0.2,0.2,0,1.06666666666667,0.2,0,0,0.2,0.4,0,0.2,0.7,0,0.2,0,0,0,0,0,0,0,0,0,0
127,1,17,0,0,6,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0.2,0.4,0,0.2,0,0,0.4,0.2,0.4,0.4,0.6,0.6,0.2,0,0.4,0,1,0.4,0,0,0,0,0,0,0,0,0
128,1,17,0,0,6,0,0,0,0,0,0,0,0,0,0.6,0.6,0.4,0.2,0.2,0,0,0.4,0.4,0,0,0.2,0.2,0.2,0.7,0.2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0
129,1,17,0,0,8,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.4,0,0,0.6,0,0.2,0,0.2,0.4,0.6,0,0.4,0.4,0,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
130,1,17,0,0,4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0.2,0,0.5,0.4,0.2,0.2,0,0.7,0,0,0,0,0,0,0,0,0
131,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0.2,0,0.2,0,0.4,0.2,0.7,0.2,0.2,0,0.4,0,0,0.5,0,0,0,0,0,0,0
132,1,17,0,0,7,0,0,0,0,0,0,0,0,0.2,0.6,0.8,0.25,0,0.65,0,0.25,0.4,0.4,0,1.1,0.45,0,0.6,0.2,0.45,0,0,0.4,0,0,0.25,0,0,0,0,0,0,0,0
133,1,17,0,0,8,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0.6,0.2,0.2,0.25,0.2,0.2,0.2,0.4,0.45,0.4,0.2,0.65,0.4,0.6,0.85,0.2,0,0,0,0,0,0,0,0,0,0,0,0
134,1,17,0,0,8,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.333333333333333,0,0.2,0,0.5,0.333333333333333,0.2,0.2,0.2,1.03333333333333,0.2,0,0.5,0,0.4,0.5,0.2,0,0,0,0,0,0,0,0,0
135,1,17,0,0,6,0,0,0,0,0,0,0,0,0.25,0.2,0.2,0,0,0.2,0.2,0.4,0,0,0.2,0.25,0.2,0.2,0.2,0.2,0.2,0,0.2,0.4,0,0,0.25,0.25,0,0,0,0,0,0,0
136,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0.2,0.4,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0
137,1,17,0,0,8,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.4,0,0.2,0,0.533333333333333,0.2,0.533333333333333,0.2,0.533333333333333,0.4,0.2,0.2,0,0.2,0.4,1,0.2,0,0,0,0.2,0,0,0,0,0,0,0
138,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0,0,0,0,0.333333333333333,0,0.4,0,0.6,0,0,0.2,0.933333333333333,0,0.2,0,0,0.333333333333333,0,0,0,0,0.2,0,0,0
139,1,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0.45,0.2,0.6,0.4,0,0,0.25,0.2,0,0.25,1.6,0,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0
140,1,17,0,0,4,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0.6,0,0.2,0.4,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0
141,1,17,0,0,6,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0.2,0.8,0.2,0.4,0,0.6,0,0.4,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0
142,1,17,0,0,5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2,0.4,0.2,0,0,0.2,0,0,0.4,0.6,0,1.33333333333333,0,0.4,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0
143,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0.4,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0
144,1,17,0,0,6,0,0,0,0,0,0,0,0.2,0.4,0,0.4,0.4,0.4,0.2,0,0.4,0,0.2,0,0,0.4,0.2,0.6,0.2,0,0.2,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,0
145,1,17,0,0,7,0,0,0,0,0,0,0,0.2,0.2,0.2,0.8,0.6,0.5,0,0.4,0.4,0,0.25,0.4,0,0,0,0.45,0.8,0.2,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0
146,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0.2,1.4,0,0.2,0,0.2,0,0,0.2,0,0,0.4,0.7,0.2,0,0.4,0.2,0,0.5,0.2,0,0.2,0,0,0,0,0,0,0,0
147,1,17,0,0,3,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0.333333333333333,0,0.2,0,0,0.2,0.8,0,0,0.333333333333333,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0
148,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
149,1,17,0,0,6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0,0.2,0.2,0,0.6,0.4,0.6,0.4,0.2,0,0,0,0.4,0,0,0.2,0.2,0,0,0,0,0
150,1,17,0,0,4,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0,1.06666666666667,0.4,1.06666666666667,0,0,0.4,0.666666666666667,0,0,0,0,0,0,0,0,0
152,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,17,0,0,8,0,0,0,0,0,0,0,0,0,0.65,0.6,0,0.2,0,0.6,0.2,0,0.45,0,0.25,0,0.45,0.4,0.8,0.2,0.8,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0
154,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0.5,0,0.333333333333333,0,0.333333333333333,0,0.2,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0
156,1,17,0,0,4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.4,0,0,0.2,0.2,0,0.2,0.4,0.4,0,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0
157,1,17,0,0,6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.25,0.2,0.25,0.2,0,0,0.25,0.2,0.9,0.25,0.2,0.25,0,0.4,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0
158,1,17,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0.2,0.333333333333333,0.4,0.2,0,0,0.2,0,0.2,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0
160,1,17,0,0,3,0,0,0,0,0,0,0.333333333333333,0,0.2,0,0,0,0.2,0.2,0.333333333333333,0,0.2,0.2,0,0.4,0,0,0.333333333333333,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,17,0,0,6,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.4,0,0,0.4,0.5,0.85,0.2,0.7,0.2,0.2,0.9,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
162,1,17,0,0,2,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.25,0.25,0.583333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0
163,1,17,0,0,2,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0.2,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
164,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0,0,0,1.2,0,0.4,0,0.2,0.8,0.4,0.6,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0
165,1,17,0,0,3,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0.4,0.2,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0
166,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
169,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
170,1,17,0,0,2,0,0,0,0,0,0,0,0,0.2,0.4,0,0.6,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
171,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0
172,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0.2,0.25,0,0.5,0.25,0,0.4,0,0.2,0,0,0.2,0.8,0.4,0,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0
173,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0,0.2,0,0.8,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0,0,0.733333333333333,0,0.2,0,0.5,0,0.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,17,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.25,0.25,0,0,0.2,0.2,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0
177,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
178,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.7,0.25,0,0,0.2,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0
181,1,17,0,0,4,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0.2,0.2,0.2,0,0.2,0,0.4,0.2,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667,0,0,0,0,0,0,0,0,0
184,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0.733333333333333,0.2,0,0.2,0.2,0.333333333333333,0.333333333333333,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0
185,1,17,0,0,4,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0.2,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1,17,0,0,5,0,0,0,0,0,0,0,0,0.8,0.4,0.2,0.2,0,0,0.2,0,0.2,0.2,0.2,0,0,0.8,0,0.4,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
187,1,17,0,0,4,0,0,0,0,0,0,0,0,0.4,2,0,0.4,1.2,0,0,0,0.4,0.4,0,0.4,0,0.4,0.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
189,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0.2,0,0.2,0,0,0.2,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0
190,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.6,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,17,0,0,4,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.2,0.2,0,0.2,0,0.25,0.2,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
194,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,17,0,0,5,0,0,0,0,0,0,0,0,0.45,0.4,0.2,0.4,0.6,0,0.2,0.2,0.45,0,0.8,0,0.25,0.4,0,0,0.2,0.2,0,0.25,0,0,0,0,0,0,0,0,0,0,0
196,1,17,0,0,3,0,0,0,0,0,0.2,0,0,0,0,0.6,0.2,0.8,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0
198,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0
199,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
203,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,17,0,0,3,0,0,0,0,0,0,0,0,0.7,0.25,0,0.2,0,0,0.2,0.2,0,0.25,0.2,0,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1,17,0,0,2,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,1.2,0,0,0.6,0,0.6,0,0,0.6,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,1,0,0,0.5,0,0.4,0.9,0.5,0.4,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0
210,1,17,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
211,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,1,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
212,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,1,0,0.5,0,0,0,0.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0
215,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,2.66666666666667,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
217,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
218,1,17,0,0,3,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,17,0,0,3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.25,0,0,0.25,0.8,0.25,0.2,0.45,0,0,0.2,0,0,0,0,0,0,0,0
220,1,17,0,0,3,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.4,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,0
221,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0.6,0.2,0.2,0.2,0.2,0,0,0,0,0,0.4,0.2,0,0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0
222,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.333333333333333,0,0.25,0.25,0,0,0.333333333333333,0,0.833333333333333,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.2,0.2,0.2,0.6,0.2,0,0.4,0.2,0,0,0.2,0.2,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0
225,1,17,0,0,3,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0.2,0,0.6,0.2,0.2,0.2,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0.6,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1,17,0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0
232,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,2.4,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0.7,0,0,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
