"Cell","Key","Value","Var_explained","Rank"
2,"Lon","72.5",0.0296329430140334,1
3,"Lon","52.5",0.0231733840458817,2
2,"Lat","-22.5",0.0200768549807247,3
1,"Qrt","2",0.0176296419251685,4
1,"Lon","32.5",0.0172224237319662,5
1,"CQrt","134;2",0.0170868067522637,6
3,"Qrt","2",0.0163933500884531,7
2,"Lon","52.5",0.0162784744283842,8
3,"CQrt","134;2",0.0162100853587941,9
3,"Qrt","1",0.0160636558325031,10
1,"CQrt","124;3",0.0160027018041244,11
3,"Lon","72.5",0.0158424228581726,12
2,"Qrt","3",0.0157893420506117,13
1,"Qrt","3",0.0157148440986708,14
2,"CQrt","14;23",0.0157063646671029,15
2,"Qrt","1",0.0155363059115781,16
2,"Qrt","2",0.0155277540165537,17
3,"Lat","7.5",0.0154103442650784,18
2,"Lat","-12.5",0.0153182720598017,19
3,"CQrt","124;3",0.0152999761304902,20
2,"CQrt","124;3",0.0151987324469152,21
3,"Qrt","3",0.0150195606534249,22
1,"Qrt","1",0.0149927025578403,23
2,"CQrt","134;2",0.0149318194652107,24
3,"CQrt","14;23",0.0146943242467278,25
1,"CQrt","14;23",0.0146603495713121,26
1,"Lat","-32.5",0.0131721074352664,27
