"Cell","Key","Value","Improvement"
1,"Lat","-7.5",14.9344189789654
1,"Lon","42.5",6.39430465626583
1,"Lon","47.5",4.08946262035124
1,"Lon","67.5",3.01564517849465
1,"Lat","-17.5",2.61700207620925
1,"Lon","37.5",2.47238799301522
1,"Lon","57.5",1.71336129201018
1,"Lon","62.5",1.58235376810126
1,"Lat","-12.5",1.32640401695016
1,"Lon","72.5",0.905498848197567
1,"Lon","52.5",0.669560150834513
1,"Lon","92.5",0.617341880671574
1,"Lon","82.5",0.426709998285787
1,"Lat","-22.5",0.39943860793619
1,"Lon","77.5",0.33333934260645
1,"Lon","87.5",0.297814318824294
2,"Lat","7.5",5.67889681348151
2,"Lat","12.5",4.69094849180283
2,"Lon","62.5",3.86899642951994
2,"Lon","57.5",3.80585420776606
2,"Lat","2.5",1.74440006593068
2,"Lon","47.5",0.925662761716012
2,"Lat","17.5",0.461799484485709
2,"Lon","52.5",0.115021114076171
3,"Lon","77.5",4.76263672343123
3,"Lon","72.5",2.64879469690464
3,"Lon","82.5",2.59099540605445
3,"Lon","87.5",1.48625271914955
3,"Lat","2.5",0.576990681260838
3,"Lon","92.5",0.263901031704563
