"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-7.5",0.0740086065100863,1
1,"Lon","42.5",0.0640971253187974,2
2,"Lat","7.5",0.0632668376774451,3
3,"Lon","77.5",0.0622034450452506,4
2,"Lat","12.5",0.0621202451567507,5
1,"Lon","47.5",0.0614221730143367,6
2,"Lon","62.5",0.0611663044836378,7
2,"Lon","57.5",0.0610930229185858,8
1,"Lon","67.5",0.0601759225572957,9
3,"Lon","72.5",0.0597501634268082,10
1,"Lat","-17.5",0.0597132655645395,11
3,"Lon","82.5",0.0596830827575707,12
1,"Lon","37.5",0.0595454294312737,13
2,"Lat","2.5",0.0587005416025925,14
1,"Lon","57.5",0.0586645186394002,15
1,"Lon","62.5",0.0585124739992374,16
3,"Lon","87.5",0.0584009410966133,17
1,"Lat","-12.5",0.0582154239775874,18
2,"Lon","47.5",0.0577503319116328,19
1,"Lon","72.5",0.0577269300879543,20
1,"Lon","52.5",0.0574531044841227,21
1,"Lon","92.5",0.0573925010328091,22
3,"Lat","2.5",0.0573456702599532,23
2,"Lat","17.5",0.0572119817240514,24
1,"Lon","82.5",0.0571712575874251,25
1,"Lat","-22.5",0.057139606972189,26
1,"Lon","77.5",0.0570628935231263,27
1,"Lon","87.5",0.0570216639105319,28
3,"Lon","92.5",0.0569823048463877,29
2,"Lon","52.5",0.0568095178733366,30
