"Cell","Key","Value","Var_explained","Rank"
2,"Lon","72.5",0.0385326855555915,1
2,"Lat","-22.5",0.0378030195875797,2
2,"Lat","-2.5",0.0355815882467654,3
2,"Lat","-32.5",0.0337640274367135,4
1,"CQrt","134;2",0.0313775117949823,5
1,"CQrt","14;23",0.0307954737818301,6
1,"Qrt","1",0.0307245596918839,7
2,"Lat","7.5",0.030243633576035,8
2,"Lon","52.5",0.0296661205766125,9
2,"CQrt","14;23",0.0295438360308368,10
2,"Lat","-12.5",0.0293769680000632,11
2,"CQrt","124;3",0.0293401158121048,12
1,"Qrt","2",0.0290924046362982,13
2,"CQrt","134;2",0.0286032799603786,14
1,"CQrt","124;3",0.0284982094318593,15
1,"Qrt","3",0.0284664560693597,16
2,"Qrt","3",0.0284043046882047,17
2,"Qrt","1",0.0273794746145001,18
2,"Qrt","2",0.0272765518817464,19
1,"Lat","-32.5",0.0264774559932793,20
1,"Lon","32.5",0.0264774559932793,21
