"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.046051438685645,1
1,"Lat","-7.5",0.0327802146464912,2
2,"Lon","72.5",0.0309482980158259,3
1,"Lon","42.5",0.0243777012308744,4
2,"Lat","12.5",0.0242328394241578,5
2,"Lon","62.5",0.0234706267887723,6
2,"Lon","77.5",0.0233407529984724,7
1,"Lat","-17.5",0.0232188157597165,8
1,"Lon","37.5",0.0226165883568344,9
2,"Lat","7.5",0.0222991251230341,10
1,"Lon","47.5",0.0220077411309358,11
2,"Lon","47.5",0.0216753213882376,12
2,"Lon","82.5",0.0212925223379107,13
1,"Lon","57.5",0.021224983505093,14
2,"Lon","52.5",0.0210298904560282,15
1,"Lon","72.5",0.0207710672749839,16
2,"Lat","2.5",0.0207672826262922,17
1,"Lon","62.5",0.0207323938093095,18
1,"Lat","-12.5",0.0203129854369668,19
2,"Lon","87.5",0.0199893939714125,20
1,"Lat","-22.5",0.0196791710927455,21
1,"Lon","67.5",0.0196328354877727,22
2,"Lon","57.5",0.0195895087204376,23
1,"Lon","82.5",0.0195679534690905,24
1,"Lon","77.5",0.0194606435942675,25
2,"Lat","17.5",0.0192566755745436,26
1,"Lon","52.5",0.0192451571755807,27
1,"Lon","87.5",0.0192177533685108,28
2,"Lon","92.5",0.019209667844662,29
1,"Lon","92.5",0.0190782964716703,30
