"Cell","Key","Value","Improvement"
1,"Lon","37.5",1.37693045962465
1,"Lat","-17.5",1.3002308785492
1,"Lon","62.5",1.25846329049136
1,"Lon","67.5",1.19098403537146
1,"Lon","52.5",1.13549009528992
1,"Lon","57.5",1.00872931170875
1,"Lat","-12.5",0.995236843042221
1,"Lon","47.5",0.923202578790779
1,"Lon","72.5",0.822249933909916
1,"Lon","87.5",0.631597969030963
1,"Lon","42.5",0.607917038655614
1,"Lon","77.5",0.583960612417059
1,"Lat","-22.5",0.541378035563412
1,"Lon","92.5",0.400999889117656
2,"Lon","57.5",6.83924451876919
2,"Lon","42.5",5.71355059607617
2,"Lon","72.5",3.58918594745023
2,"Lon","62.5",3.54947461289339
2,"Lon","47.5",2.18955222340742
2,"Lon","67.5",2.09873491690337
2,"Lon","77.5",1.7584828419042
2,"Lon","82.5",1.74247571450223
2,"Lon","87.5",1.46928075281676
2,"Lon","52.5",1.12671822543439
2,"Lon","37.5",0.832390535930472
2,"Lon","92.5",0.673525805871577
2,"Lat","-2.5",0
3,"Lon","67.5",27.8545524200345
3,"Lon","72.5",12.1902273175733
3,"Lat","12.5",5.27053658202158
3,"Lon","77.5",4.88173177135423
3,"Lon","62.5",4.67273253771964
3,"Lat","7.5",3.70033224739291
3,"Lon","82.5",3.16378085964016
3,"Lon","47.5",2.43618833892742
3,"Lat","2.5",2.36978464661979
3,"Lon","87.5",2.08691822902256
3,"Lon","52.5",1.2600391590322
3,"Lon","57.5",1.0443883383623
3,"Lon","92.5",1.01629582412852
3,"Lat","17.5",0.589608335151297
