"Cell","Key","Value","Var_explained","Rank"
3,"Lon","67.5",0.0722893071792714,1
3,"Lon","72.5",0.054295209672397,2
2,"Lon","57.5",0.0481483692812869,3
2,"Lon","42.5",0.0468552496559384,4
3,"Lat","12.5",0.0463463456773967,5
3,"Lon","77.5",0.0458997134970413,6
3,"Lon","62.5",0.0456596295761403,7
3,"Lat","7.5",0.0445426031147135,8
2,"Lon","72.5",0.0444149259026008,9
2,"Lon","62.5",0.0443693082573168,10
3,"Lon","82.5",0.0439262498453871,11
3,"Lon","47.5",0.0430904416840186,12
3,"Lat","2.5",0.043014161697081,13
2,"Lon","47.5",0.0428071231061446,14
2,"Lon","67.5",0.0427027984411589,15
3,"Lon","87.5",0.0426892242442142,16
2,"Lon","77.5",0.0423119402985704,17
2,"Lon","82.5",0.0422935524133985,18
2,"Lon","87.5",0.0419797248627828,19
1,"Lon","37.5",0.0418736392083022,20
1,"Lat","-17.5",0.0417855320136685,21
3,"Lon","52.5",0.0417393625352365,22
1,"Lon","62.5",0.0417375522860247,23
1,"Lon","67.5",0.041660036766628,24
1,"Lon","52.5",0.041596289151436,25
2,"Lon","52.5",0.0415862126316714,26
3,"Lon","57.5",0.0414916377294003,27
3,"Lon","92.5",0.0414593669844416,28
1,"Lon","57.5",0.0414506750962576,29
1,"Lat","-12.5",0.0414351758777972,30
1,"Lon","47.5",0.0413524278777209,31
2,"Lon","37.5",0.0412481092592457,32
1,"Lon","72.5",0.0412364604342667,33
2,"Lon","92.5",0.0410656164021084,34
1,"Lon","87.5",0.0410174525917028,35
1,"Lon","42.5",0.0409902495703511,36
3,"Lat","17.5",0.0409692177931165,37
1,"Lon","77.5",0.0409627300783314,38
1,"Lat","-22.5",0.0409138141477062,39
1,"Lon","92.5",0.0407525574042171,40
2,"Lat","-2.5",0.0402919163579011,41
