"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0801678849420542,1
1,"Lat","2.5",0.046032933503066,2
2,"Lat","-2.5",0.0339941766580957,3
1,"Lon","42.5",0.0333370288898111,4
1,"Lon","47.5",0.0274958513104984,5
2,"Lat","2.5",0.0238050812423518,6
1,"Lon","37.5",0.0227696624001347,7
2,"Lon","67.5",0.0222761019813963,8
1,"Lat","7.5",0.0222253927376365,9
1,"Lon","52.5",0.0209984644156745,10
1,"Lat","-7.5",0.0190184280423392,11
1,"Lat","-12.5",0.0181901628093276,12
1,"Lat","-17.5",0.0169291096902282,13
2,"Lat","12.5",0.0167583315368394,14
2,"Lat","7.5",0.0162754961927067,15
2,"Lon","72.5",0.0160036018375709,16
2,"Lon","77.5",0.0158861939671037,17
2,"Lat","-7.5",0.0156101037934735,18
2,"Lon","82.5",0.0152902963273477,19
2,"Lat","17.5",0.0152145644900989,20
1,"Lat","17.5",0.0151243312730942,21
1,"Lat","12.5",0.0146443628026488,22
1,"Lat","-22.5",0.0144395826778595,23
2,"Lon","87.5",0.0140522603285295,24
2,"Lon","62.5",0.013477621164342,25
2,"Lon","92.5",0.0134632062515206,26
