"Cell","Key","Value","Improvement"
1,"Lat","-2.5",21.2565410864086
1,"Lat","2.5",10.4363219088705
1,"Lon","42.5",6.41192858819977
1,"Lon","47.5",4.56037119617986
1,"Lon","37.5",3.06224690630188
1,"Lat","7.5",2.88972235912388
1,"Lon","52.5",2.50080622480709
1,"Lat","-7.5",1.87316720275385
1,"Lat","-12.5",1.610620722372
1,"Lat","-17.5",1.21088758762426
1,"Lat","17.5",0.638802460296574
1,"Lat","12.5",0.486660335302531
1,"Lat","-22.5",0.421748397831379
2,"Lat","-2.5",6.62023364167453
2,"Lat","2.5",3.39045767974767
2,"Lon","67.5",2.90579635685026
2,"Lat","12.5",1.15675371684119
2,"Lat","7.5",1.00370283995517
2,"Lon","72.5",0.917516793346749
2,"Lon","77.5",0.880300426014855
2,"Lat","-7.5",0.792784373830273
2,"Lon","82.5",0.691410657677352
2,"Lat","17.5",0.667404908636399
2,"Lon","87.5",0.298973572162595
2,"Lon","62.5",0.116822391557434
2,"Lon","92.5",0.112253100856833
