"Cell","Key","Value","Var_explained","Rank"
2,"Lat","-7.5",0.162608724633945,1
2,"Lon","57.5",0.149206759211378,2
2,"Lon","62.5",0.14553560286799,3
2,"Lon","72.5",0.141177606604451,4
3,"Lon","67.5",0.139273651950541,5
3,"Lat","2.5",0.138550810432236,6
3,"Lon","47.5",0.137890827842286,7
2,"Lon","82.5",0.137563878325069,8
2,"Lon","52.5",0.13696518010712,9
3,"Lon","52.5",0.13679404407113,10
1,"Lon","37.5",0.136686279847485,11
3,"Lon","72.5",0.136344990388924,12
2,"Lon","87.5",0.13593481681848,13
3,"Lon","42.5",0.135644060299456,14
2,"Lon","77.5",0.135638884286257,15
2,"CQrt","124;3",0.135209991313942,16
2,"Lon","67.5",0.135075628318842,17
3,"Lat","12.5",0.135054229992747,18
3,"Lat","7.5",0.134520481594832,19
2,"Lat","-12.5",0.134437148475263,20
2,"Lon","92.5",0.134435883210981,21
3,"Lon","77.5",0.133548546377247,22
3,"Qrt","2",0.133490244035114,23
3,"Lat","17.5",0.133442542568845,24
3,"CQrt","124;3",0.133344975115352,25
3,"Qrt","1",0.133303645081798,26
2,"Qrt","2",0.133199198395017,27
3,"Lon","82.5",0.133094281700324,28
2,"CQrt","134;2",0.133008521657624,29
3,"CQrt","14;23",0.133008329673212,30
3,"Lon","57.5",0.132903422730389,31
2,"CQrt","14;23",0.132816801364295,32
1,"Lat","-17.5",0.1326212409087,33
2,"Lon","47.5",0.1326082595279,34
2,"Qrt","1",0.132570719505636,35
3,"Lon","62.5",0.132474801887418,36
2,"Qrt","3",0.132431384423857,37
1,"Lat","-22.5",0.132427763848402,38
3,"Lon","87.5",0.132418956477227,39
3,"Qrt","3",0.132137825807915,40
3,"CQrt","134;2",0.132071234474783,41
1,"Lat","-12.5",0.132015415774671,42
1,"Qrt","2",0.131941255950721,43
1,"CQrt","134;2",0.131833968083402,44
1,"Qrt","3",0.131832581991799,45
1,"CQrt","14;23",0.131795501895139,46
1,"Qrt","1",0.131750078019183,47
1,"CQrt","124;3",0.131698216634551,48
1,"Lat","-7.5",0.131630117761559,49
3,"Lon","92.5",0.131612733078368,50
