"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.0202297679851559,1
1,"Lat","-7.5",0.0162070059919975,2
2,"Lon","72.5",0.0149915106824617,3
3,"Lat","7.5",0.0136663141040945,4
1,"Lon","42.5",0.0130856522926706,5
3,"Lat","12.5",0.0123683230417433,6
2,"Lon","77.5",0.0123032576947605,7
2,"Lon","47.5",0.0121395402757225,8
1,"Lon","47.5",0.0119933244980183,9
2,"Lon","62.5",0.0116787598248886,10
3,"Lon","47.5",0.0116640880610681,11
2,"Lon","82.5",0.0115916282642549,12
2,"Lon","52.5",0.0115160561458428,13
1,"Lat","-17.5",0.0113745967089525,14
1,"Lon","57.5",0.011227027405977,15
3,"Lon","52.5",0.0111812024112813,16
1,"Lon","72.5",0.0111792004601098,17
1,"Lon","37.5",0.011139940347111,18
1,"Lon","62.5",0.0110130313087933,19
1,"Lon","77.5",0.010993110258876,20
1,"Lon","67.5",0.0109750355411491,21
2,"Lon","87.5",0.0109625899419974,22
3,"Lon","62.5",0.0107575338981863,23
1,"Lat","-22.5",0.0107570408665184,24
3,"Lon","57.5",0.0107445798789285,25
1,"Lon","82.5",0.0107110300136483,26
1,"Lat","-12.5",0.0106960632827065,27
2,"Lon","57.5",0.0106709575611095,28
1,"Lon","52.5",0.0106293647170555,29
2,"Lon","92.5",0.0105739905021244,30
3,"Lon","87.5",0.010558165492406,31
1,"Lon","87.5",0.010516634615331,32
3,"Lat","17.5",0.0104661833897286,33
3,"Lon","67.5",0.01040804250302,34
1,"Lon","92.5",0.010405381457916,35
2,"Lat","2.5",0.0100808643405772,36
