"Cell","Key","Value","Improvement"
1,"Lat","-2.5",26.2852909717039
1,"Lon","57.5",15.0748361789656
1,"Lon","62.5",10.9650082085227
1,"Lon","52.5",2.58758880064761
1,"Lat","-17.5",1.7820742920153
1,"Lat","-7.5",1.48213501091186
1,"Lon","37.5",1.43422857363248
1,"Lon","42.5",0.726510586020595
1,"Lat","-22.5",0.66609686173615
1,"Lat","-12.5",0.456975324206724
1,"Lon","47.5",0.191579447572622
2,"Lon","72.5",9.01880835365694
2,"Lon","77.5",6.65149753565015
2,"Lat","-7.5",4.46133563302203
2,"Lon","82.5",4.23148058177719
2,"Lon","87.5",2.60340944823793
2,"Lat","-2.5",2.07336980865716
2,"Lon","92.5",0.9249440234438
3,"Lat","12.5",6.26031073986553
3,"Lat","7.5",5.48048161539191
3,"Lon","47.5",2.62966418252336
3,"Lon","52.5",1.69466614548571
3,"Lon","57.5",0.77950460802515
3,"Lat","17.5",0.554975418530603
3,"Lon","62.5",0.55116142356826
3,"Lon","67.5",0.329767641106287
3,"Lon","87.5",0.224474365715309
