"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0551184399284691,1
1,"Lon","57.5",0.0385263551597709,2
1,"Lon","62.5",0.0324582130236553,3
2,"Lon","72.5",0.0302804624714081,4
2,"Lon","77.5",0.0275643466517219,5
1,"Lat","2.5",0.0264185437135396,6
1,"Lon","52.5",0.0260890503212089,7
2,"Lat","-7.5",0.0248797591205952,8
2,"Lon","82.5",0.0247860884843742,9
1,"Lat","12.5",0.024055354485315,10
2,"Lon","87.5",0.0227970983628867,11
2,"Lat","-2.5",0.0221160471277966,12
1,"Lat","7.5",0.0216284876307018,13
1,"Lat","-17.5",0.021396765358544,14
1,"Lon","37.5",0.0210943438548802,15
2,"Lon","92.5",0.0208536580054283,16
1,"Lat","-7.5",0.0206597259101481,17
1,"Lat","-12.5",0.0204880982579655,18
1,"Lat","-22.5",0.0204740362800873,19
1,"Lon","47.5",0.0204177707295914,20
2,"Lat","2.5",0.0203175273508145,21
1,"Lat","17.5",0.0202962986469164,22
1,"Lon","42.5",0.0202431282792024,23
