"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-7.5",0.0241434014083134,1
2,"Lat","7.5",0.0226039742114672,2
3,"Lon","72.5",0.0214541783576728,3
1,"Lon","42.5",0.0214173319694042,4
3,"Lon","77.5",0.0212679553518218,5
2,"Lat","12.5",0.0212280876884888,6
2,"Lon","62.5",0.0207453488078743,7
3,"Lat","-7.5",0.0206691894900946,8
2,"Lon","57.5",0.0206275717783496,9
1,"Lon","62.5",0.0203515579064647,10
1,"Lon","47.5",0.0203501238029747,11
3,"Lat","-2.5",0.0200223897912751,12
1,"Lon","57.5",0.0200134322633708,13
3,"Lon","82.5",0.0199448845827295,14
1,"Lat","-17.5",0.0198877075852001,15
2,"Lat","2.5",0.0196507015844382,16
1,"Lon","37.5",0.0196502869942608,17
2,"Lon","47.5",0.0195937741671418,18
3,"Lon","87.5",0.0194882513746739,19
1,"Lat","-22.5",0.0193235942336029,20
1,"Lat","-12.5",0.0192444370195966,21
2,"Lon","52.5",0.0191158739331857,22
2,"Lat","17.5",0.0190314801162789,23
3,"Lat","2.5",0.0190270389366852,24
1,"Lon","52.5",0.0189915703047325,25
3,"Lon","92.5",0.0188923841604882,26
