"Cell","Key","Value","Var_explained","Rank"
3,"Lat","-2.5",0.0302791376603247,1
3,"Lat","-22.5",0.0260993682697318,2
1,"Lon","32.5",0.0249567193268612,3
1,"Lat","-32.5",0.0246387918874404,4
1,"Lat","-2.5",0.0217448467444722,5
3,"Lat","-12.5",0.0217207741739969,6
1,"Lat","-22.5",0.0210254557183682,7
1,"Lat","7.5",0.0210002326155474,8
2,"Lat","-2.5",0.0208474226912713,9
1,"CQrt","124;3",0.0205996826163775,10
2,"Lat","-12.5",0.0205952993404824,11
2,"Lat","7.5",0.0204183462106734,12
3,"Qrt","1",0.0203881372523936,13
2,"Lat","-22.5",0.0203359290885257,14
1,"CQrt","134;2",0.0201902860689689,15
3,"CQrt","134;2",0.0200759712134886,16
1,"Qrt","2",0.0199995368083653,17
3,"Qrt","2",0.0199906647347165,18
3,"CQrt","14;23",0.0197395952104599,19
1,"CQrt","14;23",0.019682516620808,20
2,"Qrt","3",0.0196812528027261,21
1,"Qrt","1",0.0196266741685337,22
2,"Qrt","1",0.0196243473608149,23
2,"CQrt","14;23",0.0194624063044918,24
2,"Qrt","2",0.0194463830832674,25
3,"Lat","7.5",0.0194157383334194,26
2,"CQrt","124;3",0.0193961621987954,27
1,"Qrt","3",0.0193815391988708,28
2,"CQrt","134;2",0.0193410645347438,29
3,"Qrt","3",0.0190166556375541,30
1,"Lat","-12.5",0.0188968087983322,31
3,"CQrt","124;3",0.0188181781160098,32
2,"Lon","72.5",0.0178579596023855,33
3,"Lon","92.5",0.0178579596023855,34
