"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.0477307984386252,1
1,"Lat","-7.5",0.034856773665956,2
2,"Lon","72.5",0.0324563894079412,3
3,"Lat","7.5",0.0275883450014197,4
3,"Lat","12.5",0.0275111250221536,5
2,"Lon","62.5",0.0269203619358988,6
2,"Lon","47.5",0.0264653227108227,7
1,"Lon","42.5",0.0264542602503392,8
1,"Lat","-17.5",0.0252953747791815,9
2,"Lon","77.5",0.0252550739819041,10
1,"Lon","37.5",0.0246931473762992,11
2,"Lon","52.5",0.024277715214433,12
1,"Lon","47.5",0.0240843001504006,13
3,"Lon","47.5",0.0239234181220526,14
2,"Lon","82.5",0.0233383387486014,15
1,"Lon","57.5",0.0233015425245578,16
1,"Lon","72.5",0.0228476262944489,17
1,"Lon","62.5",0.0228089528287743,18
1,"Lat","-12.5",0.0223895444564317,19
3,"Lon","52.5",0.0222068441289287,20
2,"Lon","87.5",0.0219463959945579,21
2,"Lon","57.5",0.0219405333228205,22
1,"Lat","-22.5",0.0217557301122103,23
1,"Lon","67.5",0.0217093945072377,24
1,"Lon","82.5",0.0216445124885555,25
1,"Lon","77.5",0.0215372026137323,26
3,"Lon","57.5",0.0215242500575613,27
3,"Lon","62.5",0.0214277439293249,28
1,"Lon","52.5",0.0213217161950455,29
1,"Lon","87.5",0.0212943123879757,30
3,"Lat","17.5",0.0212630937939626,31
2,"Lon","92.5",0.021227543136071,32
3,"Lon","87.5",0.0212047907881406,33
1,"Lon","92.5",0.0211548554911351,34
3,"Lon","67.5",0.021046340575171,35
2,"Lat","2.5",0.0207672826262922,36
