"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.101483108554784,1
1,"Lon","42.5",0.0674974378013236,2
1,"Lon","47.5",0.0629477107043365,3
1,"Lon","57.5",0.0565438035864284,4
1,"Lon","37.5",0.0551741313899463,5
1,"Lat","-7.5",0.0532386781445473,6
1,"Lon","62.5",0.0531818386388671,7
1,"Lon","77.5",0.0524851984083814,8
1,"Lon","72.5",0.0515423229024231,9
1,"Lon","82.5",0.0510221800524111,10
1,"Lat","-12.5",0.0505105706198169,11
1,"Lon","52.5",0.0494821463433048,12
2,"Lat","12.5",0.0491697681003659,13
1,"Lat","-17.5",0.0487644872320763,14
1,"Lon","67.5",0.0486932749445711,15
1,"Lon","87.5",0.0482898126845833,16
2,"Lon","47.5",0.0474377663082886,17
2,"Lat","7.5",0.0460595792551556,18
1,"Lat","-22.5",0.0459029383650817,19
2,"Lat","17.5",0.0457934496372998,20
1,"Lon","92.5",0.0456209113074891,21
2,"Lon","52.5",0.0451301452758876,22
2,"Lon","57.5",0.0446898582085659,23
2,"Lon","62.5",0.0446668217755332,24
2,"Lon","87.5",0.0446616849122746,25
2,"Lon","67.5",0.0446347087371644,26
