"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0598222078699528,1
3,"Lon","72.5",0.0429420576632343,2
1,"Lon","57.5",0.0407138005851402,3
3,"Lon","77.5",0.0402259418435481,4
1,"Lat","2.5",0.0394153749448862,5
3,"Lat","-7.5",0.0375413543124213,6
3,"Lon","82.5",0.0374476836762003,7
2,"Lat","12.5",0.0360776223505815,8
2,"Lat","-2.5",0.035851668869952,9
3,"Lon","87.5",0.0354586935547129,10
2,"Lat","7.5",0.0348454128513313,11
1,"Lat","12.5",0.034822155795131,12
3,"Lat","-2.5",0.0347776423196229,13
1,"Lat","-17.5",0.0345985528049178,14
1,"Lon","52.5",0.0344433715587433,15
1,"Lon","37.5",0.0341686731678285,16
1,"Lat","-7.5",0.0339839633451679,17
1,"Lat","7.5",0.0338558003435753,18
3,"Lon","92.5",0.0335152531972546,19
1,"Lon","42.5",0.0333262432261346,20
1,"Lat","-22.5",0.0332378727198767,21
1,"Lat","-12.5",0.0329835501323295,22
3,"Lat","2.5",0.0329791225426408,23
1,"Lat","17.5",0.0329244378689032,24
2,"Lat","2.5",0.0327494496387022,25
1,"Lon","47.5",0.032646056251373,26
2,"Lat","-7.5",0.0326045944919391,27
2,"Lon","67.5",0.0324582130236553,28
