"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0446555602228815,1
1,"Lon","57.5",0.0316552349139446,2
1,"Lon","62.5",0.0267611987302049,3
2,"Lon","72.5",0.0249951691248976,4
2,"Lon","77.5",0.0223503271299263,5
2,"Lat","-7.5",0.0223180140024175,6
1,"Lat","2.5",0.0212888200401478,7
2,"Lon","82.5",0.0210796126726092,8
1,"Lon","52.5",0.0205809050987826,9
1,"Lat","12.5",0.0196554573942226,10
2,"Lon","87.5",0.0183567486329226,11
2,"Lat","-2.5",0.0179755961603483,12
1,"Lat","-17.5",0.0175406976085378,13
1,"Lon","37.5",0.0173885675718066,14
1,"Lat","7.5",0.0170279895545937,15
1,"Lon","47.5",0.0168083604009101,16
1,"Lat","-12.5",0.0166799822459745,17
1,"Lat","-7.5",0.0164947271162422,18
1,"Lon","42.5",0.016445390265122,19
2,"Lat","2.5",0.0163751709012966,20
2,"Lon","92.5",0.016287000938815,21
1,"Lat","-22.5",0.0162612937609392,22
1,"Lat","17.5",0.0161504810636582,23
