"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0554851175126264,1
3,"Lon","72.5",0.0490101997993499,2
2,"Lat","-2.5",0.0477763070308706,3
2,"Lat","12.5",0.0463915125747019,4
3,"Lon","77.5",0.0462940839796637,5
1,"Lat","2.5",0.0442996341630336,6
3,"Lat","-7.5",0.0436094964485369,7
3,"Lon","82.5",0.0435158258123158,8
1,"Lat","-7.5",0.0421238386180122,9
2,"Lat","7.5",0.0417600272775532,10
3,"Lon","87.5",0.0415268356908285,11
1,"Lat","-17.5",0.0414005681344847,12
3,"Lat","-2.5",0.0408457844557384,13
1,"Lon","37.5",0.040767402270397,14
1,"Lon","42.5",0.0407424302831455,15
2,"Lon","62.5",0.0407138005851402,16
1,"Lon","47.5",0.0402292336789024,17
1,"Lat","7.5",0.0400035603661182,18
3,"Lon","92.5",0.0395833953333701,19
1,"Lat","-22.5",0.0394366005213762,20
1,"Lat","-12.5",0.0392239848386773,21
2,"Lat","-7.5",0.0391513902296137,22
1,"Lat","12.5",0.0390856609000857,23
3,"Lat","2.5",0.0390472646787563,24
1,"Lat","17.5",0.0389803490868254,25
2,"Lat","2.5",0.0388706141445661,26
1,"Lon","52.5",0.0388084316330884,27
