"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-2.5",0.0186346629256736,1
1,"Lon","57.5",0.0119973955432767,2
1,"Lon","62.5",0.011190340633512,3
2,"Lon","72.5",0.00888080299460464,4
2,"Lon","77.5",0.00869457998875365,5
1,"Lat","2.5",0.0086475074124298,6
2,"Lat","-7.5",0.00809581412702642,7
1,"Lon","52.5",0.00798626923456781,8
1,"Lat","12.5",0.00746673054570886,9
2,"Lat","-2.5",0.00744901442820695,10
2,"Lon","82.5",0.00737150921966131,11
1,"Lat","7.5",0.00735003684433305,12
2,"Lon","87.5",0.00691487601160552,13
1,"Lon","37.5",0.00675684432010356,14
1,"Lat","-17.5",0.00675670554454781,15
1,"Lat","-7.5",0.00674470733316499,16
1,"Lat","-12.5",0.00674367601764146,17
1,"Lat","-22.5",0.00666997733948071,18
1,"Lon","42.5",0.00662208198947334,19
1,"Lon","47.5",0.00649420277494669,20
1,"Lat","17.5",0.00648911153577614,21
2,"Lat","2.5",0.00645366357361702,22
2,"Lon","92.5",0.00631900879742004,23
