"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.0603888192355382,1
1,"Lat","-7.5",0.0414665063252901,2
2,"Lon","72.5",0.0409782382560304,3
2,"Lon","62.5",0.0321029202451629,4
1,"Lon","42.5",0.0316502243835981,5
2,"Lon","77.5",0.0311467704362754,6
2,"Lat","2.5",0.0311010116753796,7
1,"Lat","-17.5",0.0302529286103961,8
1,"Lon","37.5",0.0296614526752333,9
3,"Lat","12.5",0.0288188049333227,10
1,"Lon","47.5",0.0287922341209209,11
2,"Lon","82.5",0.0282094007592122,12
2,"Lon","47.5",0.0281819267754303,13
1,"Lon","57.5",0.0280270534895769,14
2,"Lon","52.5",0.0277607937695221,15
1,"Lon","72.5",0.0275665133729869,16
1,"Lon","62.5",0.0270706864637053,17
1,"Lat","-12.5",0.0269401784663057,18
2,"Lon","87.5",0.0265704382361332,19
2,"Lon","57.5",0.0264866700314564,20
1,"Lon","82.5",0.0261837087133454,21
1,"Lat","-22.5",0.026134526687192,22
1,"Lon","67.5",0.0260926404724876,23
1,"Lon","77.5",0.0260343255267481,24
3,"Lon","52.5",0.025851992593685,25
2,"Lon","92.5",0.0258319558002792,26
1,"Lon","87.5",0.0257744686594122,27
3,"Lat","17.5",0.0257179500169913,28
3,"Lon","57.5",0.0255762543263059,29
1,"Lon","52.5",0.0255458806083939,30
1,"Lon","92.5",0.0255329330316631,31
3,"Lon","62.5",0.0254435549233562,32
