"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.0523891413560909,1
1,"Lat","-7.5",0.0372973207645678,2
2,"Lon","72.5",0.0349121579383159,3
1,"Lon","42.5",0.0274810388228757,4
2,"Lat","12.5",0.0273846798809828,5
2,"Lon","62.5",0.0265602209012071,6
1,"Lat","-17.5",0.026083743049674,7
2,"Lon","77.5",0.0260680041919743,8
1,"Lon","37.5",0.0254922671145109,9
2,"Lat","7.5",0.0251691114478428,10
1,"Lon","47.5",0.0246230485601987,11
2,"Lon","47.5",0.0244324651275009,12
1,"Lon","57.5",0.0238578679288546,13
2,"Lon","52.5",0.0237215201199415,14
2,"Lon","82.5",0.0236010475520829,15
1,"Lon","72.5",0.0233973278122647,16
2,"Lat","2.5",0.0232782483725384,17
1,"Lon","62.5",0.022901500902983,18
1,"Lat","-12.5",0.0227709929055833,19
2,"Lon","87.5",0.0221927495483574,20
1,"Lon","82.5",0.0220145231526233,21
2,"Lon","57.5",0.0220128028151892,22
1,"Lat","-22.5",0.0219653411264699,23
1,"Lon","67.5",0.0219234549117653,24
1,"Lon","77.5",0.021865139966026,25
2,"Lat","17.5",0.0216125582464421,26
1,"Lon","87.5",0.0216052830986901,27
2,"Lon","92.5",0.0216026033286279,28
1,"Lon","52.5",0.0213766950476717,29
1,"Lon","92.5",0.0213637474709409,30
