"select1","select2","select3","Var_explained"
3,1,1,0.0676370835403517
3,2,1,0.0676370835403517
1,3,1,0.0676370835403517
3,3,1,0.0646508876786121
1,1,1,0.0597928872050931
2,2,1,0.0561509257437256
1,2,1,0.050410560380835
2,1,1,0.0479329715435591
2,3,1,0.0463565110493683
