"Cell","year","quarter","0","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90","95","100","105","110","115","120","125","130","135","140","145","150","155","160","165","170","175","180","185","190","195"
1,4,1,0,0,0,0,0,0,0,0,0.0227272727272727,0.0427272727272727,0.0227272727272727,0.0227272727272727,0.0427272727272727,0.0427272727272727,0.02,0.0427272727272727,0.0854545454545454,0.0681818181818182,0.0227272727272727,0.06,0.130909090909091,0.0227272727272727,0.0827272727272727,0.0827272727272727,0.02,0.0427272727272727,0.0227272727272727,0.06,0,0.02,0,0.02,0,0,0,0,0,0,0
1,4,2,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0.08,0,0,0,0.04,0.08,0.12,0.08,0.16,0.04,0.12,0.04,0,0.08,0,0.04,0,0.04,0,0,0,0,0,0,0
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0.12,0.16,0.04,0.08,0.04,0.04,0.16,0,0.04,0.12,0.04,0.04,0.04,0,0,0,0,0,0,0,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0.04,0,0.12,0.04,0,0.08,0.08,0.04,0.04,0.12,0.04,0.08,0.04,0.12,0.04,0.04,0,0,0,0,0,0,0,0
1,5,2,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0.0217391304347826,0,0.0217391304347826,0,0.0217391304347826,0.0434782608695652,0.0842391304347826,0.0416666666666667,0.0208333333333333,0.0425724637681159,0.0634057971014493,0.0434782608695652,0.126811594202899,0.0425724637681159,0.15036231884058,0.0434782608695652,0.0416666666666667,0.0634057971014493,0,0.0217391304347826,0.0634057971014493,0,0,0,0.0208333333333333,0,0,0
1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0.08,0.08,0.04,0.12,0,0.08,0.08,0.08,0.16,0.04,0.04,0.08,0.04,0,0,0,0,0,0,0,0
1,6,4,0,0,0,0,0,0,0,0,0,0.0151515151515152,0.0296442687747036,0,0,0.0289855072463768,0.0144927536231884,0.0151515151515152,0.0289855072463768,0.0586297760210804,0.072463768115942,0,0.0289855072463768,0.0592885375494071,0.102766798418972,0.117918313570487,0.0586297760210804,0.118577075098814,0.103425559947299,0.0744400527009223,0.0289855072463768,0.0434782608695652,0,0,0,0,0,0,0,0,0
1,7,4,0,0,0,0,0,0,0,0,0,0,0.0423188405797101,0.0781964573268921,0,0.0144927536231884,0.0278260869565217,0.04,0.04,0.0515297906602254,0.0637037037037037,0.0781964573268921,0.0278260869565217,0.0793558776167472,0.0515297906602254,0.0648631239935588,0.0846376811594203,0.0805152979066023,0.0926892109500805,0.0278260869565217,0.0133333333333333,0.0133333333333333,0.0144927536231884,0.0133333333333333,0,0,0,0,0,0,0
1,8,2,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.08,0.12,0.04,0.04,0.04,0.12,0.08,0.16,0.04,0,0.12,0,0.04,0.08,0,0,0,0,0,0,0,0
1,8,3,0,0,0,0,0,0,0,0,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0434782608695652,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.130434782608696,0.0434782608695652,0,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,0,0,0,0,0,0,0,0,0,0
1,8,4,0,0,0,0,0,0,0,0.0238095238095238,0.02,0.04,0.02,0.04,0.02,0,0.04,0.0438095238095238,0.04,0.0676190476190476,0.06,0.0638095238095238,0.0676190476190476,0.02,0.0676190476190476,0,0.0914285714285714,0.0476190476190476,0.115238095238095,0.0676190476190476,0.02,0,0.0238095238095238,0,0,0,0,0,0,0,0
