"Cell","Key","Value","Var_explained","Rank"
3,"Lat","-2.5",0.0284532322801545,1
2,"Lon","52.5",0.0246387918874404,2
3,"Lat","-22.5",0.0242734628895617,3
1,"Qrt","2",0.0204895887121175,4
1,"Lon","32.5",0.0200823705189153,5
1,"CQrt","134;2",0.0199467535392127,6
3,"Lat","-12.5",0.0198948687938268,7
2,"Lat","-2.5",0.0198820803790006,8
2,"Lat","-22.5",0.0191702242618578,9
1,"CQrt","124;3",0.0188626485910734,10
1,"Qrt","3",0.0185747908856198,11
3,"Qrt","1",0.0185622318722234,12
2,"CQrt","124;3",0.0182975536754306,13
3,"CQrt","134;2",0.0182500658333185,14
2,"CQrt","14;23",0.0181998678281965,15
3,"Qrt","2",0.0181647593545463,16
2,"Qrt","3",0.0181215297708794,17
3,"CQrt","14;23",0.0179136898302898,18
1,"Qrt","1",0.0178526493447893,19
2,"Lat","-12.5",0.0177599919588563,20
2,"Qrt","2",0.0177401680725857,21
3,"Lat","7.5",0.0175898329532493,22
2,"CQrt","134;2",0.0175500604650013,23
1,"CQrt","14;23",0.017520296358261,24
2,"Qrt","1",0.0175161363694074,25
2,"Lat","7.5",0.0174691629666123,26
3,"Qrt","3",0.017190750257384,27
3,"CQrt","124;3",0.0169922727358397,28
1,"Lat","-32.5",0.0160320542222154,29
3,"Lon","92.5",0.0160320542222154,30
