"Year","cpue"
81,83.8767954835348
82,60.3431648925743
83,67.151959547165
84,74.4217172425556
85,66.9494066344543
86,66.8666936763276
87,81.9285325187388
88,82.3914958630266
89,82.9467252753304
90,79.7089087110391
91,73.7286074704663
92,80.234825851581
93,69.4376072835855
94,76.0953724421572
95,70.2862408365923
96,81.6839088818307
97,83.0806360132773
98,66.5938788803552
99,66.8162045484875
100,69.3205115571689
101,67.338823615999
102,72.874909251794
103,53.6848525354497
104,74.9227584626409
105,82.8431540138467
106,77.0050178391127
107,53.0363267870878
108,69.5365706243283
109,68.9048606534541
110,70.975126411844
111,63.8318398801324
112,65.4200111379095
113,85.007210362401
114,58.9860225207838
115,46.8107460190432
116,64.255619474148
117,73.6237099350817
118,54.7739985101677
119,64.4057061478897
120,73.9314576626707
121,73.1552752090964
122,60.6055899660281
123,72.8229330953489
124,78.433114930151
125,75.4658393312616
126,63.4646828987071
127,52.3263834404519
128,70.0331974772569
129,74.2646290989271
130,63.9370516430694
131,60.8587187068876
132,77.6419795841484
133,71.7784487080338
134,60.5737842104811
135,56.3100913253678
136,59.1778494422377
137,63.0657361171925
138,52.2806451079404
139,43.2807179869428
140,49.6225307760732
141,61.5110809920493
142,56.2201521653416
143,51.3720291592792
144,62.872943356773
145,68.5550544551774
146,63.95573332079
147,68.751359855803
148,78.2346473982192
149,87.0785389120684
150,72.0791867090964
151,64.7612004468052
152,70.880427619825
153,85.1574917817413
154,78.9792599728025
155,66.882496329023
156,70.8250427255667
157,79.8815356698407
158,79.7249579811794
159,66.0170396720959
160,51.630726567199
161,65.0316053095396
162,68.58154237904
163,60.8688416299814
164,55.1601920935733
165,70.6223247688802
166,70.5580999514371
167,44.53264322506
168,59.3985668044503
169,72.2123776314256
170,77.3540162916652
171,67.746889349279
172,58.9433948624074
173,64.5475628414124
174,60.7959351857166
175,52.0889120213992
176,46.4949528389891
177,49.3668732460193
178,50.2271426976152
179,53.913408404292
180,47.2003503607005
181,54.1124704975185
182,48.1261715092156
183,45.4040712698165
184,47.8153988272793
185,52.5264329244895
186,48.873720968379
187,49.6876903096712
188,47.8349385341607
189,53.055289816837
190,49.4403825942337
191,51.2505682888081
192,45.9620560461673
193,47.6260301735015
194,42.8239673813153
195,44.7277141173039
196,46.8610976815357
197,44.6103802971145
198,46.139472708532
199,55.3976776229643
200,47.8831225993385
201,59.1991669700166
202,59.0549250416788
203,59.8469658098157
204,51.7028031202281
205,76.7749669690222
206,70.6951195695854
207,69.4748377918533
208,66.1685338475579
209,68.2461159211483
210,74.1790584855613
211,69.4088285629056
212,66.5117379682223
213,74.0996396969398
214,82.1344489765094
215,81.8179124173572
216,84.3698427655184
217,81.1486804275871
218,100.026135122913
219,85.8649427067986
220,83.448372348412
221,84.7642520297116
222,85.6655296411345
223,73.952795842879
224,81.745919734858
225,76.08191125066
226,64.5073558549865
227,67.1332567983283
228,80.7534027780614
229,83.1427848911976
230,69.4210171357454
231,65.0858939248885
232,85.1541222048332
233,78.391621107927
234,82.7248965907533
235,86.9774266547843
236,99.9192811083538
237,69.6579884566844
238,67.375697377706
239,75.8486491390525
240,83.9419615734576
241,74.9493920308369
242,51.2997524440929
243,57.9216822474235
244,73.5892624172854
245,62.8744168392018
246,71.6655810843899
247,47.5937619883777
248,79.7194254379653
249,53.2414310336877
250,58.5975765260976
251,65.6888834759482
252,66.1529051660935
253,54.2194264440897
254,67.0357768595493
255,40.7460155575367
256,57.4904354745265
