"Cell","Key","Value","Var_explained","Rank"
1,"Lat","-7.5",0.135878981099941,1
1,"Lon","42.5",0.129714686279683,2
1,"Lon","37.5",0.115173545128214,3
1,"Lon","47.5",0.114784074805788,4
1,"Lat","-12.5",0.113420754657482,5
1,"Lat","-17.5",0.104333601153675,6
2,"Lon","67.5",0.102626482510092,7
2,"Lat","2.5",0.101483108554784,8
2,"Lon","47.5",0.101310903146678,9
1,"Lon","72.5",0.100996521497999,10
1,"Lon","57.5",0.0999791156863502,11
1,"Lon","62.5",0.0999704917076151,12
2,"Lon","52.5",0.0999133298886724,13
2,"Lon","72.5",0.0998762125020672,14
2,"Lon","42.5",0.0990673176445142,15
2,"Lat","12.5",0.0986807144294092,16
1,"Lon","52.5",0.0980577348168388,17
2,"Lat","7.5",0.0980239989325684,18
1,"Lon","82.5",0.0980047788886535,19
2,"Lon","77.5",0.0979601473362122,20
1,"Lon","77.5",0.0976737809217765,21
1,"Lat","-22.5",0.0973455689574668,22
1,"Lon","87.5",0.0971691434804272,23
2,"Lon","82.5",0.0971060149350602,24
2,"Lat","17.5",0.0970905786290939,25
1,"Lon","92.5",0.0968322583526868,26
1,"Lon","67.5",0.0965829133554052,27
2,"Lon","57.5",0.0962429131176282,28
2,"Lon","87.5",0.0962323848419262,29
2,"Lon","62.5",0.0959110782300401,30
2,"Lon","92.5",0.0953092100962021,31
