"Cell","Key","Value","Var_explained","Rank"
2,"Lon","67.5",0.0202246829936502,1
1,"Lat","-7.5",0.0201588636631715,2
2,"Lat","7.5",0.0173185344443543,3
1,"Lon","42.5",0.0170375099638446,4
2,"Lat","12.5",0.0163425360603201,5
3,"Lon","77.5",0.016182335208294,6
1,"Lon","47.5",0.0159451821691921,7
1,"Lat","-17.5",0.0153264543801264,8
3,"Lon","82.5",0.0152999720353265,9
2,"Lon","47.5",0.0151826986776001,10
1,"Lon","57.5",0.0151788850771508,11
1,"Lon","72.5",0.0151310581312836,12
1,"Lon","37.5",0.0150917980182849,13
1,"Lon","62.5",0.0149648889799672,14
2,"Lon","57.5",0.0149607090421751,15
1,"Lon","77.5",0.0149449679300498,16
1,"Lon","67.5",0.0149268932123231,17
2,"Lat","2.5",0.0149223454462478,18
1,"Lat","-22.5",0.0147088985376923,19
1,"Lon","82.5",0.0146628876848223,20
2,"Lon","52.5",0.0146576585266565,21
1,"Lat","-12.5",0.0146479209538803,22
3,"Lon","87.5",0.0146233091458929,23
2,"Lon","62.5",0.0146054479097713,24
1,"Lon","52.5",0.0145812223882293,25
1,"Lon","87.5",0.0144684922865048,26
2,"Lat","17.5",0.0144369591992489,27
3,"Lat","2.5",0.0144290654104077,28
1,"Lon","92.5",0.01435723912909,29
3,"Lon","92.5",0.0142361180000398,30
