"Cell","Key","Value","Improvement"
1,"Lat","-7.5",14.9021143177356
1,"Lon","42.5",7.30928145487314
1,"Lon","47.5",4.65214510469195
1,"Lat","-17.5",3.14706200853425
1,"Lon","57.5",2.78809306072708
1,"Lon","72.5",2.67175186992017
1,"Lon","37.5",2.57624988427824
1,"Lon","62.5",2.26753795683953
1,"Lon","77.5",2.21907910947903
1,"Lon","67.5",2.17511154797785
1,"Lat","-22.5",1.64482972511905
1,"Lon","82.5",1.53290626197713
1,"Lat","-12.5",1.49649901772
1,"Lon","52.5",1.33425176541778
1,"Lon","87.5",1.06003073715237
1,"Lon","92.5",0.789402442159371
2,"Lon","67.5",25.1328669405989
2,"Lon","72.5",12.7378429849305
2,"Lat","7.5",6.17424994489738
2,"Lon","77.5",5.5207893365473
2,"Lat","12.5",4.88801712565692
2,"Lon","82.5",3.97837687613855
2,"Lon","47.5",3.64262621759417
2,"Lon","62.5",3.20217697044927
2,"Lat","2.5",3.12477196336977
2,"Lon","87.5",2.37976985179057
2,"Lon","52.5",2.30007491897913
2,"Lon","57.5",1.31794559279069
2,"Lon","92.5",1.30607790090562
2,"Lat","17.5",0.986470650390856
