"Year","cpue"
81,93.9937076313536
82,75.0113663359582
83,85.2936288588797
84,82.5230007883028
85,71.7109563105451
86,69.7613425014914
87,78.1678665769972
88,82.3745692044734
89,85.5506555360275
90,70.2696750422737
91,66.6860573802429
92,80.8474820837897
93,64.3366000438835
94,67.7716663060975
95,62.1639759357623
96,70.7687111644343
97,80.8610104800277
98,63.0949920490581
99,65.6458475851952
100,71.1313355781775
101,67.7930994501927
102,75.0034802503156
103,59.7357090750734
104,85.4090486070735
105,86.6563833463858
106,87.0068980886531
107,65.012081939977
108,80.73358483302
109,89.2264963062718
110,87.576207668542
111,85.1300570295008
112,90.5792837932794
113,110.891978815708
114,89.0991134340411
115,61.701760027458
116,92.6961051021971
117,104.315181276126
118,81.9929425679463
119,91.967462522057
120,110.246268265358
121,104.965924030614
122,81.9968842122012
123,106.149882573263
124,97.1389509290233
125,98.3575799358303
126,76.0879881301668
127,68.554943175747
128,87.4187910954032
129,95.0328788310384
130,78.8843382977653
131,71.2799541656131
132,98.1905048917181
133,94.5688273013578
134,77.3050128512729
135,69.9745927065073
136,74.3286875076482
137,80.1264908592798
138,64.41749205785
139,57.1867548484248
140,62.669863325519
141,74.2467788946199
142,65.1533234213584
143,54.3939016295278
144,63.4010173414047
145,71.0601516100086
146,60.2037577272601
147,63.0421566684776
148,63.3287902243286
149,64.9717853425491
150,48.7571521122094
151,42.4562568822617
152,45.9801938677868
153,54.3920966661224
154,56.6842591539498
155,47.3471888989513
156,55.3896939554945
157,58.831818002317
158,65.0674855215708
159,54.5703118567971
160,45.1952516762475
161,62.5016161376883
162,66.7097846332494
163,66.0943690498494
164,52.8729401919109
165,72.7780514981847
166,71.8455542797159
167,52.9516219787733
168,71.9587629035916
169,80.8063495086426
170,94.1923764399483
171,78.0854963034669
172,76.6071428170656
173,79.6903895192794
174,72.2247178166806
175,64.3252118211345
176,56.9319261922053
177,63.3496730596298
178,67.8481124841072
179,68.5955254969257
180,59.1702641956883
181,66.8638594437008
182,61.8854924725444
183,56.4954678927146
184,56.1981006001644
185,59.365398680168
186,59.9407203038042
187,63.2829190754979
188,56.7356453399242
189,59.9879509189692
190,61.8659077432366
191,62.1536178869267
192,61.7619081420074
193,61.716286128992
194,59.5446720844416
195,60.5154775871496
196,66.7963025181778
197,62.6579934156048
198,66.4622449527802
199,70.779389756498
200,67.4559923862584
201,76.6593083698197
202,75.6655527820301
203,73.9690803945052
204,58.3827670930191
205,80.559840269135
206,77.1114045282928
207,74.7476589916865
208,65.4358379848165
209,66.9682361687085
210,70.3245528983075
211,69.4788040979819
212,64.8495786360977
213,66.4445554444084
214,71.9332826247047
215,72.5175470488237
216,75.6631519309523
217,60.5493420894805
218,72.4657783141049
219,64.1118414575352
220,61.8443274832737
221,66.6806721906643
222,68.1613860940816
223,62.7254282475135
224,78.7508036300269
225,75.7786848870041
226,67.5886181798091
227,70.371664435453
228,84.6085081662312
229,89.6378652085964
230,76.2813066495009
231,70.6132199740785
232,97.6146164212572
233,90.3300177843113
234,80.7336599789043
235,86.5004767335659
236,94.1345134362519
237,65.8421864375126
238,60.5637297006265
239,68.8965483758804
240,70.7552198007069
241,68.2938892056245
242,57.6913103861751
243,63.9238874678876
244,77.1569543654148
245,68.3587058283518
246,76.4312953487866
247,53.2667998923175
248,83.6221391947287
249,69.4246207357897
250,76.0446216948985
251,86.8250519507628
252,93.688445481034
253,71.2296453948946
254,85.364539230329
255,65.0058971253555
256,98.1703748821273
